"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1P000847","51033","ARBOREAL, A CONDO","Sarasota","5125 WEBBER STREET, SARASOTA, FL 33582","30","12/02/1980","Approved","Delinquent","MA00002921","ARBOREAL CONDO ASSN INC","C/O MARKEL MANAGEMENT INC","PO BOX 21058","SARASOTA","FL","34276"
"PR1P008098","51926","NEW AMERICA USA ONE, A CONDO","Pasco","8602 PIONEER TRAIL, PORT RICHEY, FL 34668","64","03/01/1983","Approved","Delinquent","MA00003569","NEW AMERICA USA CONDO ASSN INC","C/O PORT RITCHIE TOWNEHOMES LLC","1541 EAST 29TH ST","BROOKLYN","NY","11229"
"PR1P001170","51077","JEFFERSON PINES, A CONDO","Sarasota","701 N JEFFERSON AVE, SARASOTA, FL 34237-4442","69","01/07/1982","Approved","Delinquent","MA00008750","JEFFERSON PINES CONDO ASSN INC","C/O MITCHELL ASSOCIATION MANAGEMENT","5940 PALMER BLVD","SARASOTA","FL","34232"
"PR1M020640","50214","BLUFFS AT THE HEATHER CONDO #4 THE","Hernando","8135 STURBRIDGE COURT, BROOKSVILLE, FL 34613","20","08/04/1995","Approved","Delinquent","MA00019303","BLUFFS AT THE HEATHER CONDO ASSN INC THE","C/O QUALIFIED PROPERTY MGMT","5901 U.S. 19","NEW PORT RICHEY","FL","34652"
"PR1M020641","50215","BLUFFS AT THE HEATHER CONDO #5 THE","Hernando","8150 STURBRIDGE COURT, BROOKSVILLE, FL 34613","20","09/29/1989","Approved","Delinquent","MA00019303","BLUFFS AT THE HEATHER CONDO ASSN INC THE","C/O QUALIFIED PROPERTY MGMT","5901 U.S. 19","NEW PORT RICHEY","FL","34652"
"PR1G024928","46597","SHORES OF LONG BAYOU VI, A CONDO, THE","Pinellas","6551 SHORELINE DRIVE, ST. PETERSBURG, FL 33708","30","01/21/2000","Approved","Delinquent","MA00023242","SHORES OF LONG BAYOU VI CONDO ASSN INC","C/O LEADING EDGE, CAM","901 NORTH HERCULES AVENUE","CLEARWATER","FL","33765"
"PR1P009576","52107","HERONMERE II, A CONDO","Sarasota","MARSH FIELD, SARASOTA, FL 33580","72","05/09/1980","Approved","Delinquent","MA00010953","HERONMERE II ASSN INC @ THE MEADOWS","C/O PMI CAPSTONE ASSOCIATION MGMT","8588 POTTER PARK DR, SUITE 500","SARASOTA","FL","34238"
"PR1G025655","46656","SHORES OF LONG BAYOU IX, A CONDO, THE","Pinellas","6450 SHORELINE DRIVE, ST. PETERSBURG, FL 33708","30","09/21/2001","Approved","Delinquent","MA00024052","SHORES OF LONG BAYOU IX CONDO ASSOC., INC.","C/O CONDOMINIUM ASSOCIATES","3001 EXECUTIVE DRIVE SUITE 260","CLEARWATER","FL","33762"
"PR1P010347","52189","LAKESIDE CONDOS OF RIDGE GARDENS A CONDO","Pasco","6551 DEEB ST, PORT RICHEY, FL 33568","32","07/24/1981","Approved","Delinquent","MA00004669","RIDGE GARDEN CONDO ASSN INC","C/O WINDTREE TIC PARTICIPANT 1 LLC","2329 NOSTRAND AVE","BROOKLYN","NY","11210"
"PR1M004915","47662","BAYSHORE-ON-THE-LAKE CONDO APTS PH II, SEC 1","Manatee","3500 LAKE BAYSHORE DR, BRADENTON, FL 34205-5147","80","04/15/1980","Approved","Delinquent","MA00004822","BAYSHORE-ON-THE-LAKE CONDO PH II ASSN INC","","2025 LAKEWOOD RANCH BLVD #203","BRADENTON","FL","34211"
"PR1M004916","47663","BAYSHORE-ON-THE-LAKE CONDO APTS PH II, SEC 2","Manatee","3521 LAKE BAYSHORE DR, BRADENTON, FL 34205-5121","80","04/15/1980","Approved","Delinquent","MA00004822","BAYSHORE-ON-THE-LAKE CONDO PH II ASSN INC","","2025 LAKEWOOD RANCH BLVD #203","BRADENTON","FL","34211"
"PR1M004917","47664","BAYSHORE-ON-THE-LAKE CONDO APTS PH II, SEC 3","Manatee","3500 LAKE BAYSHORE DR, BRADENTON, FL 34205-5147","150","10/22/1980","Approved","Delinquent","MA00004822","BAYSHORE-ON-THE-LAKE CONDO PH II ASSN INC","","2025 LAKEWOOD RANCH BLVD #203","BRADENTON","FL","34211"
"PR1L005856","46823","FAIRVIEW MOBILE HOME PARK","Hillsborough","7103 - 7168 FAIRVIEW PARK DR, TAMPA, FL 33619","47","12/08/1982","Approved","Delinquent","MA00003007","FAIRVIEW PARK, INC.","C/O SIERRA MOODY, ASSN PRESIDENT","8631 DEEP MAPLE DR","RIVERVIEW","FL","33578"
"PR1L013942","46870","GARDEN LAKES VILLAGE, SEC 1","Manatee","5511 39TH ST E, BRADENTON, FL 34203-5501","25","11/16/1983","Approved","Delinquent","MA00006333","GARDEN LAKES VILLAGE I ASSN INC","C/O COMMUNITY ASSOCIATION MGMT BY STACIA","1800 2ND STREET","SARASOTA","FL","34246"
"PR1L026057","46979","4TH AVENUE CONDO","Manatee","4006 5TH AVE, HOLMES BEACH, FL 34217","6","06/05/2002","Approved","Delinquent","MA00024442","4TH AVENUE CONDO ASSN INC","C/O JEFFREY MCDONNOUGH, UNIT OWNER","27631 PINE POINT DR","WESLEY CHAPEL","FL","33544"
"PR1P006383","51743","PARK EAST CONDO","Pinellas","70TH AVE AND 50TH ST S, PINELLAS PARK, FL 33565","32","11/18/1982","Approved","Delinquent","MA00012983","PARK EAST OF PINELLAS PARK INC","C/O NOBLE PROPERTY MGMT","13191 STARKEY RD","LARGO","FL","33773"
"PR1P006490","51759","EAST RICHEY VILLAS CONDO","Pasco","6606 KENTUCKY AVENUE, NEW PORT RICHEY, FL 33552","24","10/12/1981","Approved","Delinquent","MA00013767","EAST RICHEY VILLAS CONDO ASSN INC","C/O PLAZA VIEW INC - BOB NIKOLIC","4051 PERRY PLACE","NEW PORT RICHEY","FL","34652"
"PR1P007221","51824","PALMETTO PALMS RESORT, A CONDO","Lee","RURAL ROUTE 24 BOX 121, FORT MYERS, FL 33908-9824","685","07/23/1981","Approved","Delinquent","MA00009076","PALMETTO PALMS RV RESORT CONDO ASSOC INC","","19681 SUMMERLIN RD","FORT MYERS","FL","33908"
"PR1P000063","50938","RETREAT AT NAPLES 1 THE, A CONDO PH 1","Collier","541,545 LAKE LOUISE CIRCLE, NAPLES, FL 33962","48","07/21/1981","Approved","Delinquent","MA00011011","RETREAT AT NAPLES NO ONE HOME-OWNERS ASSN INC","C/O COLLIER FINANCIAL INC","4985 TAMIAMI TRAIL EAST","NAPLES","FL","34113"
"PR1P007752","51880","SHADOW LAKES, A CONDO BETWEEN 122ND AND 126TH AVE ON","Pinellas","113TH STREET, LARGO, FL 33540","150","11/03/1982","Approved","Delinquent","MA00013825","SHADOW LAKES CONDO ASSN INC","C/O SHADOW LAKES MGMT","10825 SEMINOLE BLVD STE 1","SEMINOLE","FL","33778"
"PR1P010564","52227","BAY CREST CONDO, THE","Hillsborough","1041 APOLLO BEACH BOULEVARD, APOLLO BEACH, FL 33570-2067","17","05/20/1983","Approved","Delinquent","MA00010291","BAY CREST CONDO ASSN INC THE","C/O MACHELLE R SOWERS, PRESIDENT","1041 APOLLO BEACH BLVD, UNIT A","APOLLO BEACH","FL","33572"
"PR1M021607","50457","SPANISH WELLS GOLF CONDO FOUR","Lee","WHITE SANDS PLACE, BONITA SPRINGS, FL 33923","12","04/22/1991","Approved","Delinquent","MA00020547","SPANISH WELLS GOLF CONDO ASSN INC","","9001 HIGHLAND WOODS BLVD","BONITA SPRINGS","FL","34135"
"PR1P004014","51444","SEA LOFT VILLAGE A CONDO","Lee","MIDDLE GULF DRIVE, SANIBEL ISLAND, FL 33957","9","08/25/1981","Approved","Delinquent","MA00011822","SEA LOFT VILLAGE CONDO ASSOC INC","C/O RAYMOND KIDWELL","28179 VANDERBILT DRIVE","BONITA SPRINGS","FL","34134"
"PR1P004192","51472","VILLAS OF KING'S LAKE(THE)","Collier","BUCKINGHAM LANE, KING'S LAKE, FL 33941","18","02/29/1984","Approved","Delinquent","MA00000309","KING'S LAKE VILLAS ASSOC.,INC.","C/O SOUTHWEST PROPERTY MANAGEMENT, INC.","1044 CASTELLO DR.","NAPLES","FL","34103"
"PR1P005168","51598","WOODBRIDGE, A CONDO","Pinellas","102 AVENUE N. AT RIDGE ROAD, LARGO, FL 33544","77","07/27/1983","Approved","Delinquent","MA00002552","WOODBRIDGE CONDO ASSN INC","C/O C/O RESOURCE PROPERTY MGMT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1P006026","51681","GATEHAVEN TOWNHOUSES UNIT I, A CONDO","Collier","4595 19TH PL SW #I, GOLDEN GATE, FL 33999-5811","8","02/02/1981","Approved","Delinquent","MA00007337","GATEHAVEN TOWNHOUSES UNIT I, INC.","C/O CLAUDIUS KNOWLES, ASSN PRESIDENT","110 13TH STREET SW","NAPLES","FL","34117"
"PR1P006119","51702","FOREST GLEN CONDO PH 1","Citrus","E COUNTY RD 490, HOMOSASSA SPRINGS, FL 32647-9999","4","05/10/1982","Approved","Delinquent","MA00000033","FOREST GLEN CONDOS INC","C/O REBEOR INVESTMENTS LLC","8073 W HOMOSASSA TRL","HOMOSASSA","FL","34448"
"PR1G025686","46661","OSPREY ISLE II AT CARLTON LAKES, A CONDO","Collier","1035 COLLIER CENTER WAY SUITE 7, NAPLES, FL 34110","32","10/26/2001","Approved","Delinquent","MA00024077","OSPREY ISLE II AT CARLTON LAKES, INC.","C/O ADVANCED PROPERTY MANAGEMENT","1035 COLLIER CENTER WAY #7","NAPLES","FL","34110"
"PR1L005339","46821","WING SOUTH AIRPARK PRIVATE VILLAS UNIT 1A CONDO","Collier","1 SKYWAY DRIVE, NAPLES, FL 33962-2921","59","09/12/1972","Approved","Delinquent","MA00007194","WING SOUTH AIRPARK PRIVATE VILLAS, INC.","C/O SUNBURST MANAGEMENT CORP","PO BOX 110339","NAPLES","FL","34108"
"PR1L014125","46871","SUMMER WIND A CONDO","Sarasota","SUMMERWIND DR, SARASOTA, FL 34234","26","08/05/1983","Approved","Delinquent","MA00013394","SUMMER WIND CONDO ASSN. OF SARASOTA, INC","C/O PROCARE ASSOCIATION MANAGEMENT","6289 LAKE OSPREY DRIVE","SARASOTA","FL","34240"
"PR1M001857","47206","WINDWOOD AT PINE WOODS, GROUP TWO, INC. CONDO, THE","Collier","500 MISTY PINE CIRCLE, NAPLES, FL 33942-2535","12","06/24/1987","Approved","Delinquent","MA00003025","WINDWOOD AT PINE WOODS CONDO ASSN INC GROUP II","C/O SANDY GOLDSTEIN, PRESIDENT","500 MISTY PINES CIRCLE, UNIT 202","NAPLES","FL","34105"
"PR1P002899","51277","KNOLLWOOD PLACE CONDO","Highlands","7416 - 7426 VALENCIA ROAD, SEBRING, FL 33870","6","07/14/1982","Approved","Delinquent","MA00003344","KNOLLWOOD PLACE CONDO ASSN","C/O ONC RANCHES LLC, OWNER","2970 4TH AVENUE NE","NAPLES","FL","34120"
"PR1M001817","47197","SUNNYBROOK I A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","40","03/25/1985","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001818","47198","SUNNYBROOK II A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","38","06/21/1985","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001819","47199","SUNNYBROOK III A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","58","07/19/1985","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001820","47200","SUNNYBROOK IV A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","18","06/21/1985","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001821","47201","SUNNYBROOK V, A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","20","11/20/1985","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001822","47202","SUNNYBROOK VI, A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","54","02/19/1986","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001823","47203","SUNNYBROOK VII, A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","58","06/11/1986","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001824","47204","SUNNYBROOK VIII, A CONDO","Pasco","1101 CECELIA DR, NEW PORT RICHEY, FL 34653-5302","18","12/03/1986","Approved","Recorded","MA00008722","SUNNYBROOK CONDO ASSN INC","","6516 TINA DR","NEW PORT RICHEY","FL","34653"
"PR1M001836","47205","POINTE SANTO DE SANIBEL CONDO II","Lee","2445 GULF DRIVE, SANIBEL ISLAND, FL 33957-6036","85","04/11/1977","Approved","Recorded","MA00008317","POINTE SANTO DE SANIBEL CONDO ASSN INC","C/O KPG ACCOUNTING SERVICES","3400 TAMIAMI TRAIL N","NAPLES","FL","34103"
"PR1M001941","47217","ADMIRALTY POINT EAST, A CONDO","Collier","2400 GULF SHORE BLVD. NORTH, NAPLES, FL 33940-4364","45","08/31/1981","Approved","Recorded","MA00008691","ADMIRALTY POINT CONDO ASSN INC","","2450 GULF SHORE BOULEVARD NORTH","NAPLES","FL","34103"
"PR1M002164","47277","HEATHER LAKE APTS #VII","Pinellas","950 VIRGINIA ST, DUNEDIN, FL 34698-6801","30","04/12/1977","Approved","Recorded","MA00001182","HEATHER LAKE APTS CONDO ASSN INC","C/O DEBBIE REINHARDT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1M002165","47278","HEATHER LAKE APTS #IX","Pinellas","970 VIRGINIA ST #IX, DUNEDIN, FL 34698-6836","30","12/27/1977","Approved","Recorded","MA00001182","HEATHER LAKE APTS CONDO ASSN INC","C/O DEBBIE REINHARDT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1M002167","47279","HEATHER LAKES APTS V","Pinellas","946 VIRGINIA ST, DUNEDIN, FL 34698-6817","24","03/11/1975","Approved","Recorded","MA00001182","HEATHER LAKE APTS CONDO ASSN INC","C/O DEBBIE REINHARDT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1M002168","47280","HEATHER LAKE APTS #VIII","Pinellas","952 VIRGINIA ST, DUNEDIN, FL 34698-6826","30","10/26/1977","Approved","Recorded","MA00001182","HEATHER LAKE APTS CONDO ASSN INC","C/O DEBBIE REINHARDT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1M002169","47281","HEATHER LAKE APTS #X","Pinellas","938 VIRGINIA AVE, DUNEDIN, FL 33528","24","04/01/1979","Approved","Recorded","MA00001182","HEATHER LAKE APTS CONDO ASSN INC","C/O DEBBIE REINHARDT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1G009034","46379","100 LA PENINSULA CONDO","Collier","70 PELICAN STREET, NAPLES, FL 33962-4020","25","05/15/1987","Approved","Recorded","MA00020433","100 LA PENINSULA CONDO ASSN INC","","2685 HORSESHOE DR S #215","NAPLES","FL","34104"
"PR1G009038","46380","400 LA PENINSULA, A CONDO","Collier","501 LA PENINSULA BOULEVARD, NAPLES, FL 33962-4038","25","01/22/1996","Approved","Recorded","MA00009108","400 LA PENINSULA CONDO ASSN INC","C/O VOLHR CORPORATION","1000 NORTH COLLIER BLVD SUITE 9","MARCO ISLAND","FL","34145"
"PR1G013403","46381","WILDEWOOD SPRINGS II, A CONDO","Manatee","3801 CORTEZ ROAD WEST, BRADENTON, FL 34210-3110","33","01/01/1980","Approved","Recorded","MA00003626","WILDEWOOD SPRINGS II CONDO ASSN INC","C/O DELLCOR MANAGEMENT","310 PEARL AVE","SARASOTA","FL","34243"
"PR1G013404","46382","WILDEWOOD SPRINGS II-A, A CONDO","Manatee","3801 CORTEZ ROAD WEST, BRADENTON, FL 34210-3110","54","01/01/1980","Approved","Recorded","MA00022239","WILDEWOOD SPRINGS II-A CONDO ASSN INC","","2201 CANTU CT","SARASOTA","FL","34232"
"PR1G013405","46383","WILDEWOOD SPRINGS II-B","Manatee","3801 CORTEZ ROAD WEST, BRADENTON, FL 34210-3110","68","01/01/1980","Approved","Recorded","MA00022240","WILDEWOOD SPRINGS II-B CONDO ASSN., INC.","","2201 CANTU CT","SARASOTA","FL","34232"
"PR1G013406","46384","WILDEWOOD SPRINGS II-C, A CONDO","Manatee","3801 CORTEZ ROAD WEST, BRADENTON, FL 34210-3110","53","01/01/1980","Approved","Recorded","MA00022241","WILDEWOOD SPRINGS II-C CONDO ASSN INC","C/O PROGRESSIVE COMMUNITY MANAGEMENT","3701 SOUTH OSPREY AVENUE","SARASOTA","FL","34239-6848"
"PR1G014492","46397","SPRING LAKES VII, A CONDO","Manatee","903 SPRING LAKES BLVD, BRADENTON, FL 34210-3029","20","06/14/1993","Approved","Recorded","MA00009393","SPRING LAKES CONDO ASSOC VII INC","C/O CASEY CONDOMINIUM MANAGEMENT, LLC","4370 S TAMIAMI TRAIL, SUITE 102","SARASOTA","FL","34231"
"PR1M002397","47318","MEADOWLAKE I","Sarasota","GLEBE FARM RD., SARASOTA, FL 34235","16","01/11/1977","Approved","Recorded","MA00009885","MEADOWLAKE CONDO ASSN INC","","4031 32ND STREET WEST","BRADENTON","FL","34205"
"PR1M002613","47343","QUAIL RUN SEC I OF PEPPERTREE POINT","Lee","R R 5 PO BOX B, FORT MYERS, FL 33901","16","08/19/1974","Approved","Recorded","MA00011590","QUAIL RUN CONDO OF PEPPERTREE POINTE","","1520 ROYAL PALM SQUARE BLVD","FORT MYERS","FL","33919"
"PR1M002614","47344","QUAIL RUN SEC II OF PEPPERTREE POINTE","Lee","RURAL ROUTE 05 BOX B, FORT MYERS, FL 33908-9805","16","04/01/1977","Approved","Recorded","MA00011590","QUAIL RUN CONDO OF PEPPERTREE POINTE","","1520 ROYAL PALM SQUARE BLVD","FORT MYERS","FL","33919"
"PR1M002615","47345","QUAIL RUN SEC III OF PEPPERTREE POINTE, A CONDO","Lee","RURAL ROUTE 05 BOX 1, FORT MYERS, FL 33908-9805","16","05/04/1981","Approved","Recorded","MA00011590","QUAIL RUN CONDO OF PEPPERTREE POINTE","","1520 ROYAL PALM SQUARE BLVD","FORT MYERS","FL","33919"
"PR1M002885","47362","FLAMINGO VILLAGE HOMES PH I SEC OF PEPPERTREE POINT","Lee","RR 05 BOX 1, FORT MYERS, FL 33908-9805","11","06/26/1978","Approved","Recorded","MA00008704","FLAMINGO VILLAGE HOMES CONDO ASSN INC","C/O D & D ASSN SERVICES LLC","11000 METRO PKWY","FORT MYERS","FL","33966"
"PR1M003017","47368","OLD HYDE PARK VILLAGE RES CONDO F","Hillsborough","701 S VILLAGE CIRCLE, TAMPA, FL 33606","9","12/10/1985","Approved","Recorded","MA00009115","OLD HYDE PARK RESIDENTIAL CONDO ASSN INC","C/O WESTCOAST MANAGEMENT","10502 N DALE MABRY HWY","TAMPA","FL","33618"
"PR1M003019","47370","OLD HYDE PARK VILLAGE RES CONDO E","Hillsborough","1601 W SNOW CIR, TAMPA, FL 33606-2562","7","07/12/1986","Approved","Recorded","MA00009115","OLD HYDE PARK RESIDENTIAL CONDO ASSN INC","C/O WESTCOAST MANAGEMENT","10502 N DALE MABRY HWY","TAMPA","FL","33618"
"PR1M003020","47371","OLD HYDE PARK VILLAGE RES CONDO CE-T","Hillsborough","702-728 SOUTH ROME AVE, TAMPA, FL 33606","14","11/17/1986","Approved","Recorded","MA00009115","OLD HYDE PARK RESIDENTIAL CONDO ASSN INC","C/O WESTCOAST MANAGEMENT","10502 N DALE MABRY HWY","TAMPA","FL","33618"
"PR1M003023","47372","ADMIRALTY YACHT CLUB CONDO NO I","Lee","15493 ADMIRALTY CIRCLE  NE, NORTH FORT MYERS, FL 33903","44","06/22/1981","Approved","Recorded","MA00008684","ADMIRALTY YACHT CLUB CONDO ASSN INC","","13831 VECTOR AVENUE","FORT MYERS","FL","33907"
"PR1M003024","47373","ADMIRALTY YACHT CLUB CONDO NO II","Lee","15493 ADMIRALTY CIRCLE  NE, NORTH FORT MYERS, FL 33903","48","06/08/1984","Approved","Recorded","MA00008684","ADMIRALTY YACHT CLUB CONDO ASSN INC","","13831 VECTOR AVENUE","FORT MYERS","FL","33907"
"PR1G021385","46404","LYNWOOD GLEN AT THE PLANTATION, A CONDO","Sarasota","500 ROCKLEY BOULEVARD, VENICE, FL 34285","45","06/27/1990","Approved","Recorded","MA00019864","LYNWOOD GLEN AT THE PLANTATION CONDO OWNERS ASSOC., INC.","","899 WOODBRIDGE DR.","VENICE","FL","34293"
"PR1G022331","46410","WATER CREST, A CONDO","Collier","7200 DAVIS BOULEVARD, NAPLES, FL 33962","98","02/11/1994","Approved","Recorded","MA00020718","WATER CREST OF FALLING WATERS INC","","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR1G022463","46414","SAWGRASS AT GOLFVIEW CONDO","Lee","14791 HOLE-IN-ONE CIRCLE S.W., FORT MYERS, FL 33919","40","12/17/1996","Approved","Recorded","MA00020826","SAWGRASS AT GOLFVIEW CONDO ASSOC INC","","14791 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022464","46415","WESTCHESTER AT GOLFVIEW CONDO","Lee","14771 HOLE-IN-ONE CIRCLE S.W., FORT MYERS, FL 33919","40","05/03/1996","Approved","Recorded","MA00020827","WESTCHESTER AT GOLFVIEW CONDO ASSN INC","","14849 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022465","46416","PEBBLE BEACH AT GOLFVIEW CONDO","Lee","14751 HOLE-IN-ONE CIRCLE S.W., FORT MYERS, FL 33919","40","11/22/1995","Approved","Recorded","MA00020828","PEBBLE BEACH AT GOLFVIEW CONDO ASSN INC","","14849 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022482","46417","SUMMERLIN TRACE CONDO NO. 6","Lee","LAKEWOOD TRACE CT., FORT MYERS, FL 33919","8","02/25/1993","Approved","Recorded","MA00020846","SUMMERLIN TRACE CONDO NO 6 ASSN INC","","12906 TAMPA OAKS BOULEVARD","TEMPLE TERRACE","FL","32779"
"PR1G022483","46418","SUMMERLIN TRACE CONDO NO. 9","Lee","LAKEWOOD TRACE CT., CYPRESS LAKE, FL 33919","8","09/21/1993","Approved","Recorded","MA00020847","SUMMERLIN TRACE CONDO NO 9 ASSN INC","","12906 TAMPA OAKS BOULEVARD","TEMPLE TERRACE","FL","32779"
"PR1G022485","46420","SUMMERLIN TRACE CONDO NO. 13","Lee","LAKEWOOD TRACE CT., FORT MYERS, FL 33919","17","08/19/1993","Approved","Recorded","MA00020849","SUMMERLIN TRACE CONDO NO 13 ASSN INC","","12906 TAMPA OAKS BOULEVARD","TEMPLE TERRACE","FL","32779"
"PR1G022486","46421","SUMMERLIN TRACE CONDO NO. 15","Lee","LAKEWOOD TRACE CT., FORT MYERS, FL 33919","8","08/09/1993","Approved","Recorded","MA00020850","SUMMERLIN TRACE CONDO NO 15 ASSN INC","","12906 TAMPA OAKS BOULEVARD","TEMPLE TERRACE","FL","32779"
"PR1G022507","46426","BAHIA VISTA, UNIT V, A CONDO","Pinellas","BAHIA DEL MAR BOULEVARD, ST. PETERSBURG, FL 33715","64","12/23/1993","Approved","Recorded","MA00020870","BAHIA VISTA UNIT V CONDO ASSN INC","C/O RESOURCE PROPERTY MANAGEMENT","5901 SUN BLVD # 103","ST. PETERSBURG","FL","33715"
"PR1G022544","46428","ASHTON LAKES NO. 8, A CONDO","Sarasota","2951 CLARK ROAD, SARASOTA, FL 34231","32","11/15/1993","Approved","Recorded","MA00020906","ASHTON LAKES NO. 8 CONDO ASSOC., INC.","","2951 CLARK ROAD","SARASOTA","FL","34231"
"PR1G022638","46434","TURNBERRY AT GOLFVIEW CONDO","Lee","14911 HOLE-IN-ONE CIRCLE S.W., FORT MYERS, FL 33919","40","07/29/1994","Approved","Recorded","MA00021000","TURNBERRY AT GOLFVIEW CONDO ASSOC INC","","14849 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022713","46436","GLEN ABBEY AT GOLFVIEW CONDO","Lee","14941 HOLE-IN-ONE CIRCLE S.W., FORT MYERS, FL 33919","40","12/09/1994","Approved","Recorded","MA00021049","GLEN ABBEY AT GOLFVIEW CONDO ASSOC INC","","14849 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022744","46438","SEASIDE AT BELLEAIR II, A CONDO","Pinellas","SEASIDE LANE, BELLEAIR, FL 34616","30","06/07/1995","Approved","Recorded","MA73094","SEASIDE AT BELLAIR MASTER ASSOC, INC","","1 SEASIDE LN","BELLEAIR","FL","33756"
"PR1G022749","46440","CASCADES, A CONDO","Collier","7200 DAVIS BOULEVARD, NAPLES, FL 33962","110","12/05/1994","Approved","Recorded","MA00021086","CASCADES OF FALLING WATERS INC","C/O GUARDIAN PROPERTY MANAGEMENT","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR1G022834","46446","SHIPWATCH YACHT CLUB, A CONDO","Pinellas","SHIPWATCH LANE, LARGO, FL 34644","28","05/23/1984","Approved","Recorded","MA00021169","SHIPWATCH YACHT CLUB CONDO ASSOC., INC.","C/O CONDOMINIUM ASSOCIATES","570 CARILLON PARKWAY, SUITE 210","ST. PETERSBURG","FL","33716"
"PR1G022836","46447","PINEHURST AT GOLFVIEW CONDO","Lee","14961 HOLE-IN-ONE CIRCLE SW, FORT MYERS, FL 33919","40","06/20/1995","Approved","Recorded","MA00021171","PINEHURST AT GOLFVIEW CONDO ASSOC INC","","14849 HOLE IN 1 CIR SW","FORT MYERS","FL","33919-7166"
"PR1G022839","46448","L'AMBIANCE COACH HOMES I, A CONDO","Collier","PELICAN BAY BOULEVARD, NAPLES, FL 33963","28","05/16/1995","Approved","Recorded","MA00021175","L'AMBIANCE COMMONS ASSN, INC","C/O ROBERTA DALTON - EAGLE PROPERTY MGMT","10732 HENRY COURT","NAPLES","FL","34109"
"PR1G022869","46453","BAYPOINTE AT NAPLES CAY, A CONDO","Collier","60 SEAGATE DRIVE, NAPLES, FL 33940","92","02/16/1996","Approved","Recorded","MA00021194","BAYPOINTE AT NAPLES CAY CONDO ASSOC., INC.","","60 SEAGATE DR., BOX 300","NAPLES","FL","34103"
"PR1G022945","46456","L'AMBIANCE COACH HOMES II, A CONDO","Collier","PELICAN BAY BOULEVARD, NAPLES, FL 33963","28","07/13/1995","Approved","Recorded","MA00021175","L'AMBIANCE COMMONS ASSN, INC","C/O ROBERTA DALTON - EAGLE PROPERTY MGMT","10732 HENRY COURT","NAPLES","FL","34109"
"PR1G022946","46457","L'AMBIANCE GARDEN HOMES II, A CONDO","Collier","PELICAN BAY BOULEVARD, NAPLES, FL 33963","64","12/19/1995","Approved","Recorded","MA00021175","L'AMBIANCE COMMONS ASSN, INC","C/O ROBERTA DALTON - EAGLE PROPERTY MGMT","10732 HENRY COURT","NAPLES","FL","34109"
"PR1G022956","46459","WIGGINS PRESERVE CONDO TWO","Collier","789 WIGGINS LAKES DR, NAPLES, FL 33963","96","10/28/1994","Approved","Recorded","MA00021282","WIGGINS LAKES & PRESERVE ASSN., INC","C/O KPG ACCOUNTING SERVICES","3400 TAMIAMI TRAIL N","NAPLES","FL","34103"
