"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1P024522","53658","DOVER PLACE, A CONDO","Collier","DOVER PL, NAPLES, FL 34104","80","12/29/1998","Approved","Recorded","MA00022833","DOVER PLACE CONDO ASSN INC","C/O ANCHORS ASSOCIATES INC","2340 STANFORD COURT","NAPLES","FL","34112"
"PR1P024531","53662","STREAMSIDE SEC I, A CONDO","Lee","100 SPRING RUN GOLF CLUB BLVD., BONITA SPRINGS, FL 33963","40","09/15/1998","Approved","Recorded","MA00022843","STREAMSIDE SEC I CONDO ASSN INC","C/O SANDCASTLE COMMUNITY MANAGEMENT","9150 GALLERIA COURT, SUITE 201","NAPLES","FL","34109"
"PR1P024532","53663","AUTUMN LAKE SECTION I, A CONDO","Lee","100 SPRING RUN GOLF CLUB BLVD., BONITA SPRINGS, FL 33963","40","09/15/1998","Approved","Recorded","MA00022844","AUTUMN LAKE SEC I CONDO ASSN INC","","1035 COLLIER CENTER WAY #7","NAPLES","FL","34110"
"PR1P024539","53664","GRAND VISTA AT RIVERWOOD, A CONDO","Charlotte","3300 GRAND VISTA COURT, PORT CHARLOTTE, FL 33953","90","07/17/2000","Approved","Recorded","MA00022851","GRAND VISTA AT RIVERWOOD CONDO ASSN INC","","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR1P024552","53667","BERMUDA BAY I, A CONDO","Collier","CEDARWOOD LANE, NAPLES, FL 34110","87","06/18/1999","Approved","Recorded","MA00022865","BERMUDA BAY I CONDO ASSN INC","C/O GUARDIAN PROPERTY MANAGEMENT","6704 LONE OAK BLVD","NAPLES","FL","34109"
"PR1P024555","53669","WYNDHAM BAY OF LEGENDS CONDO","Lee","14521 SHERBROOK PLACE, FORT MYERS, FL 33912","88","02/12/1999","Approved","Recorded","MA00022868","WYNDHAM BAY OF LEGENDS CONDO ASSN INC","","2180 WEST STATE ROAD 434","LONGWOOD","FL","32779-5044"
"PR1P024570","53671","ARIELLE SECTION III, A CONDO","Collier","2240 ARIELLE DR, NAPLES, FL 34109","38","10/09/1998","Approved","Recorded","MA00022263","ARIELLE AT PELICAN MARSH CONDO ASSN INC","C/O SEACREST SOUTHWEST","1044 CASTELLO DR","NAPLES","FL","34103"
"PR1P024580","53673","WELLINGTON OF LEGENDS CONDO","Lee","FARRINGTON WAY, FORT MYERS, FL 33912","120","02/12/1999","Approved","Recorded","MA00022893","WELLINGTON OF LEGENDS CONDO ASSN INC","C/O COMPASS ROSE MGMT","1010 NE 9TH ST","CAPE CORAL","FL","33909"
"PR1P024582","53674","YACHT HARBOUR COVE AT WINDSTAR II, A CONDO","Collier","YACHT HARBOUR CIRCLE, NAPLES, FL 33961","8","10/10/1999","Approved","Recorded","MA00021430","YACHT HARBOUR COVE AT WINDSTAR CONDO","C/O ABILITY MANAGEMENT INC","6736 LONE OAK BLVD","NAPLES","FL","34109"
"PR1P024589","53676","VILLAS II OF ST ANDREWS PARK AT THE PLANTATION, THE","Sarasota","TARTEN DRIVE & CHALMERS DRIVE, VENICE, FL 34293","33","09/14/1998","Approved","Recorded","MA00022901","VILLAS II OF ST. ANDREWS ASSN INC","C/O AMI","899 WOODBRIDGE DRIVE","VENICE","FL","34293"
"PR1P014984","52747","WILD PINES OF BONITA BAY, A CONDO","Lee","26800 COUNTRY CLUB DRIVE, BONITA SPRINGS, FL 33923-4352","84","12/17/1985","Approved","Recorded","MA00004226","WILD PINES OF BONITA BAY CONDO ASSN","C/O Gulf Breeze Management Services","8910 TERRENE COURT, SUITE 200","BONITA SPRINGS","FL","34135"
"PR1P015026","52751","EAGLE CREEK CONDO NO ONE","Collier","1 EAGLE CREEK DR, NAPLES, FL 33962-8095","15","01/22/1986","Approved","Recorded","MA00015888","EAGLE CREEK CONDO NO. ONE ASSN INC","","12270 SW 3RD ST, STE 200","PLANTATION","FL","33325"
"PR1P015030","52754","WOODLAKE VILLAS AT PALM AIRE","Sarasota","5812 DORAL DRIVE, SARASOTA, FL 34243-3817","55","04/23/1986","Approved","Recorded","MA00004776","WOODLAKE VILLAS AT PALM AIRE CONDO","C/O CAMS BY STACIA","1800 2ND STREET, SUITE 717","SARASOTA","FL","34236"
"PR1P015032","52755","OAKS AT COUNTRYSIDE I, A CONDO, THE","Pinellas","3636 OAK HAVEN DR, PALM HARBOR, FL 34684-4916","44","12/18/1985","Approved","Recorded","MA00010849","OAKS AT COUNTRYSIDE I CONDO ASSOC., INC.","","4151 WOODLANDS PKWY","PALM HARBOR","FL","34685"
"PR1P015051","52756","VILLAS OF BAL HARBOR, A CONDO","Charlotte","2800 LA MANCHA CT, PUNTA GORDA, FL 33950-6360","27","05/02/1986","Approved","Recorded","MA00000086","BAL HARBOR CONDO ASSN INC","","6210 SCOTT ST","PUNTA GORDA","FL","33950"
"PR1P015085","52762","LAKE PLACE CONDO","Hillsborough","8701 HULSEY RD, TAMPA, FL 33634-1015","46","10/24/1985","Approved","Recorded","MA00010729","LAKE PLACE CONDO ASSN., INC.","","2406 STATE RD 60 E #1383","VALRICO","FL","33595"
"PR1P015090","52763","BIRCHWOOD I & II, CONDO","Charlotte","HARBOR VIEW ROAD, CHARLOTTE HARBOR, FL 33950","32","12/06/1985","Approved","Recorded","MA00013598","BIRCHWOOD I & II ASSN INC","C/O STAR HOSPITALITY MANAGEMENT","26530 MALLARD WAY","PUNTA GORDA","FL","33950"
"PR1P015104","52768","SEASCAPE OF SANIBEL, A CONDO","Lee","3145 W GULF DR, SANIBEL ISLAND, FL 33957-5628","18","07/15/1987","Approved","Recorded","MA00004281","SEASCAPE OF SANIBEL CONDO ASSOC INC","","PO BOX 100","SANIBEL","FL","33957"
"PR1P015111","52771","OAKS OF ARCADIA (THE)","DeSoto","713 N MANATEE AVE, ARCADIA, FL 33821-4044","4","12/19/1985","Approved","Recorded","MA00013281","OAKS OF ARCADIA CONDO ASSOC., THE","C/O CHERIE HOLLINGSWORTH","714 N MANATEE AVE","ARCADIA","FL","34266"
"PR1P015124","52772","OAK PARK HOMES OF TAMPA, A CONDO","Hillsborough","403 S ARRAWANA AVE, TAMPA, FL 33609-4100","8","08/01/1986","Approved","Recorded","MA00009788","OAK PARK HOMES OF TAMPA CONDO ASSN INC","C/O GARY ROOSA, REGISTERED AGENT","403 S ARRAWANA AVE #1","TAMPA","FL","33609"
"PR1P015136","52774","DEEP CREEK GARDENS A CONDO","Charlotte","2500 SANDHILL BOULEVARD, PORT CHARLOTTE, FL 33950","200","08/20/1986","Approved","Recorded","MA00015460","DEEP CREEK GARDENS CONDO. ASSOC. INC.","","25100 SANDHILL BLVD.","PUNTA GORDA","FL","33983"
"PR1P015147","52782","DEERWOOD GARDENS II, A CONDO","Pinellas","11511-113TH ST N, SEMINOLE, FL 33542","38","04/23/1986","Approved","Recorded","MA00002687","DEERWOOD GARDENS CONDO ASSN","","10502 N DALE MABRY HWY","TAMPA","FL","33618"
"PR1P015152","52784","BEACHWALK GARDENS A CONDO","Collier","661 VANDERBILT BEACH ROAD, NAPLES, FL 33963-8704","176","12/05/1986","Approved","Recorded","MA00015931","BEACHWALK GARDENS CONDO ASSN, INC","","705 REEF POINT CIRCLE","NAPLES","FL","34108"
"PR1P015154","52785","WINDING CREEK VII, A CONDO","Pinellas","2400 WINDING CREEK BOULEVARD, CLEARWATER, FL 34621-2530","18","04/04/1986","Approved","Recorded","MA00010045","WINDING CREEK VII CONDO ASSN INC","","10502 N DALE MABRY HWY","TAMPA","FL","33618"
"PR1P015193","52790","VILLAS OF ROTONDA, A CONDO","Charlotte","253,255,257 BOUNDARY BLVD., ROTONDA WEST, FL 33950","10","06/12/1987","Approved","Recorded","MA00002355","VILLAS OF ROTONDA, PH I & II CONDO ASSN INC","C/O RUTH WHITE","8515 CREEKVIEW LANE","ENGLEWOOD","FL","34224"
"PR1P015206","52793","NEWPORT I, A CONDO","Charlotte","175 KINGS HIGHWAY, PORT CHARLOTTE, FL 33952","144","05/03/1988","Approved","Recorded","MA00001900","NEWPORT CONDO ASSOC INC","C/O THE GATEWAY GROUP","PO BOX 495840","PORT CHARLOTTE","FL","33949"
"PR1P015209","52795","CASA DEL LAGO CONDO","Highlands","2740 PALO VERDE DRIVE, AVON PARK, FL 33825-8902","99","04/13/1987","Approved","Recorded","MA00011149","CASA DEL LAGO CONDO ASSOC., INC.","","2740 PALO VERDE DRIVE","AVON PARK","FL","33825"
"PR1P015225","52798","WINDWARD AT HARBOURSIDE, A CONDO","Pinellas","7932 SAILBOAT KEY BLVD. SOUTH, SOUTH PASADENA, FL 33707-6345","108","11/24/1987","Approved","Recorded","MA00004702","WINDWARD AT HARBOURSIDE OWNER'S ASSN INC","C/O RESOURCE PROPERTY MANAGEMENT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1P015273","52799","CHANTECLAIRE","Sarasota","CHANTECLAIRE, SARASOTA, FL 33580","92","11/04/1983","Approved","Recorded","MA00013579","CHANTECLAIRE CONDO ASSOC., INC.","C/O STOKES PROPERTY MGMT & REAL ESTATE","3053 51ST STREET","SARASOTA","FL","34234"
"PR1S009019","58243","PALMA CEIA OAKS, A CONDO","Hillsborough","3107 W HORATIO ST, TAMPA, FL 33609-3066","36","09/14/1983","Approved","Recorded","MA00013702","PALMA CEIA OAKS CONDO ASSN INC","C/O BAY RIDGE PROPERTY MGMT CO.","216 W HYDE PARK PLACE","TAMPA","FL","33606"
"PR1S009020","58244","PALMA CEIA OAKS II,A CONDO","Hillsborough","3110 W HORATIO ST, TAMPA, FL 33609-3026","16","05/17/1984","Approved","Recorded","MA00007344","PALMA CEIA OAKS II CONDO ASSN INC","","216 W HYDE PARK PLACE","TAMPA","FL","33605"
"PR1S009031","58248","SAVANNAH TRACE I, A CONDO","Hillsborough","5910 MEMORIAL HWY, TAMPA, FL 33615-5045","48","08/22/1984","Approved","Recorded","MA00008108","SAVANNAH TRACE CONDO ASSN INC","C/O CADENCE COMM MGT","PO BOX 4038","CLEARWATER","FL","33758"
"PR1S009032","58249","BRIGANTINE, A CONDO","Hillsborough","5210 INTERBAY BLVD, TAMPA, FL 33611-4145","9","02/16/1984","Approved","Recorded","MA00011458","BRIGANTINE CONDO ASSN OF TAMPA INC","C/O BAY RIDGE PROPERTY MANAGEMENT","216 W HYDE PARK PLACE","TAMPA","FL","33606"
"PR1S009033","58250","LA PENINSULA, A CONDOMINIUM","Collier","70 PELICAN ST W, NAPLES, FL 33962-4020","25","08/19/1986","Approved","Recorded","MA00015854","300 LA PENINSULA CONDO ASSOC INC","C/O PROPERTY MANAGEMENT PROFESSIONALS","75 VINEYARDS BLVD THIRD FLOOR","NAPLES","FL","34119"
"PR1S009035","58251","600 LA PENINSULA CONDO","Collier","70 WEST PELICAN STREET, NAPLES, FL 33962-4042","20","03/29/1988","Approved","Recorded","MA00008158","600 LA PENINSULA CONDO ASSN INC","C/O PROPERTY MANAGEMENT PROFESSIONALS","75 VINEYARDS BLVD THIRD FLOOR","NAPLES","FL","34119"
"PR1S009036","58252","200 LA PENINSULA","Collier","200 LA PENINSULA BLVD, NAPLES, FL 33962-4034","25","11/17/1987","Approved","Recorded","MA00014433","200 LA PENINSULA CONDO ASSN INC","C/O RESORT MANAGEMENT","2685 HORSESHOE DR S","NAPLES","FL","34104"
"PR1S009039","58254","SANDCASTLE II","Collier","SOUTH COLLIER BLVD., MARCO ISLAND, FL 33937","94","10/01/1981","Approved","Recorded","MA00012260","SANDCASTLE II CONDO ASSN","","720 S COLLIER BLVD","MARCO ISLAND","FL","34145"
"PR1S009165","58267","MARINER'S COVE, A CONDO","Collier","307 GOODLETTE RD S, NAPLES, FL 33940-6440","84","01/01/1980","Approved","Recorded","MA00005905","MARINERS COVE, INC.","","1044 CASTELLO DR SUITE 206","NAPLES","FL","34103"
"PR1S009169","58269","MACARTHUR BEACH & RACQUET CLUB","Sarasota","700 GOLDEN BEACH BLVD, VENICE, FL 34285-3311","100","05/07/1974","Approved","Recorded","MA00000547","MACARTHUR BEACH & RACQUET CLUB CONDO INCUNIT #140","","700 GOLDEN BEACH BLVD.","VENICE","FL","34285"
"PR1S009199","58278","BEACHWOOD ON THE BAY, A CONDO","Collier","HICKORY BOULEVARD, BONITA SPRINGS, FL 33923","15","01/01/1981","Approved","Recorded","MA00009382","BEACHWOOD ON THE BAY CONDO ASSN","C/O CAMBRIDGE MANAGEMENT OF SWFL","9001 HIGHLAND WOODS BLVD","BONITA SPRINGS","FL","34135"
"PR1S009213","58282","CAPE CORAL VILLAS CONDO","Lee","3702 SE 12TH AVE, CAPE CORAL, FL 33904-4750","7","06/19/1978","Approved","Recorded","MA00008271","CAPE CORAL VILLAS CONDO ASSOC.","C/O AMERICAN CONDO MANAGEMENT","4223 DEL PRADO BLVD S","CAPE CORAL","FL","33904"
"PR1S009225","58284","COUNTRY CLUB VILLAS, A CONDO","Pinellas","2196 CORLINE CT S, ST. PETERSBURG, FL 33712","24","10/01/1980","Approved","Recorded","MA00012388","COUNTRY CLUB VILLAS CONDO ASSN","","1155 PASADENA AVE S","SOUTH PASADENA","FL","33707"
"PR1S009239","58296","SUNWARD, A CONDO","Lee","4422 SW SANTA BARBARA PL, CAPE CORAL, FL 33914-8376","12","07/20/1980","Approved","Recorded","MA00011203","SUNWARD CONDO ASSN INC # 106","C/O AMERICAN CONDOMINIUM MGMT","4223 DEL PRADO BLVD S","CAPE CORAL","FL","33904"
"PR1S009242","58297","ISLAND WALK, A CONDO","Pinellas","690 ISLAND WAY, CLEARWATER, FL 34630-1926","120","06/14/1982","Approved","Recorded","MA00014421","ISLAND WALK CONDO I ASSN","","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1S005137","56426","HAMILTON PLACE II, A CONDO","Hillsborough","604 S MELVILLE AVE, TAMPA, FL 33606-2403","20","07/17/1987","Approved","Recorded","MA00002339","HAMILTON PLACE II CONDO ASSN OF TAMPA","","216 W HYDE PARK PLACE","TAMPA","FL","33606"
"PR1S005149","56429","DUNES POINTE, A CONDO","Pinellas","112 GULF BLVD, INDIAN ROCKS BEACH, FL 34635-2572","4","03/20/1981","Approved","Recorded","MA00002198","DUNES POINTE CONDO ASSN INC","C/O VERONIKA KOLLROS","606 FOREST ST","WINDERMERE","FL","34786"
"PR1S005150","56430","TEMPLE TERRACE PATIO HOMES","Hillsborough","5101 TENNIS COURT CIR, TAMPA, FL 33617-4717","90","12/02/1975","Approved","Recorded","MA00006673","TEMPLE TERRACE PATIO HOMES CONDO ASSOC INC","C/O WISE PROPERTY MANAGEMENT","3903 NORTHDALE BLVD","TAMPA","FL","33624"
"PR1S003092","55510","TOWN & RIVER CONDO PH III","Lee","6177 CYPRESS LAKE DR, FORT MYERS, FL 33907","10","08/28/1984","Approved","Recorded","MA00003676","TOWN & RIVER CONDO PHASE THREE ASSN INC","C/O GULF COAST REALTY AND PROPERTY MGMT","26711 DUBLIN WOODS CIRCLE #202","BONITA SPRINGS","FL","34135"
"PR1S003095","55511","FAIRWAY PINES","Lee","PARADISE ROAD, BONITA SPRINGS, FL 33937","36","01/01/1981","Approved","Recorded","MA00012228","FAIRWAY PINES OF BONITA, INC","","1016 COLLIER CENTER WAY","NAPLES","FL","34110"
"PR1S003120","55516","GULF GATE GARDENS, A CONDO","Sarasota","7225-7278 CLOISTER DR, SARASOTA, FL 33581","44","04/05/1984","Approved","Recorded","MA00003423","GULF GATE GARDENS CONDO ASSN INC","C/O REALMANAGE","PO BOX 803555","DALLAS","TX","75380"
"PR1S003126","55520","WHITE SANDS OF LIDO, A CONDO","Sarasota","160 HARRISON DRIVE, SARASOTA, FL 34236-2116","7","06/01/1980","Approved","Recorded","MA00007972","WHITE SANDS OF LIDO CONDO ASSOC.","C/O RESORT PROP","475 BEN FRANKLIN DRIVE","SARASOTA","FL","34236"
"PR1S003128","55521","VILLA SANIBEL, A CONDO","Lee","GULF DRIVE, SANIBEL ISLAND, FL 33957","20","05/06/1975","Approved","Recorded","MA00001329","VILLA SANIBEL CONDO ASSOC INC","","PO BOX 100","SANIBEL","FL","33957"
"PR1S003129","55522","COQUINA BEACH","Lee","NERITA STREET, SANIBEL, FL 33957","40","05/02/1975","Approved","Recorded","MA00012274","COQUINA BEACH CONDO ASSOC","","PO BOX 100","SANIBEL","FL","33957"
"PR1S003134","55524","COMMONS OF WYNDEMERE SEC ONE, A CONDO, THE","Collier","100 WYNDEMERE WAY, NAPLES, FL 33939","85","01/21/1982","Approved","Recorded","MA00013567","COMMONS OF WYNDEMERE SEC 1 ASSN INC","","98 WYNDEMERE WAY","NAPLES","FL","34105"
"PR1S003139","55526","CASA DEL MAR I","Pinellas","5901 54TH AVE N, SAINT PETERSBURG, FL 33709-1803","128","06/21/1977","Approved","Recorded","MA00012481","CASA DEL MAR CONDO ASSN OF ST PETERSBURG","C/O RESOURCE PROPERTY MANAGEMENT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1S003140","55527","CASA DEL MAR II, CONDO","Pinellas","6177 & 6180 SUN BLVD. W., ST. PETERSBURG, FL 33715","130","07/25/1977","Approved","Recorded","MA00007485","CASA DEL MAR CONDO ASSN #2 OF ST PETERSBURG INC","C/O RESOURCE PROPERTY MGMT","5901 SUN BLVD #200","ST. PETERSBURG","FL","33715"
"PR1S003141","55528","CASA DEL MAR III, A CONDO","Pinellas","6210-6211 SUN BLVD WEST, ST. PETERSBURG, FL 33715","118","10/11/1977","Approved","Recorded","MA00002516","CASA DEL MAR CONDO ASSN #3 OF ST PETERSBURG INC","","10033 DR MLK JR ST N, STE 300","ST. PETERSBURG","FL","33716"
"PR1S003143","55530","CASA DEL MAR V CONDO","Pinellas","6279 SUN BLVD, SAINT PETERSBURG, FL 33715-1012","64","03/16/1978","Approved","Recorded","MA00013367","CASA DEL MAR CONDO ASSN #5 OF ST PETERSBURG INC","","5901 SUN BLVD # 103","ST. PETERSBURG","FL","33715"
"PR1S003144","55531","PALMA DEL MAR CONDO I","Pinellas","5901 SUN BLVD STE 203, ST. PETERSBURG, FL 33715","150","01/05/1979","Approved","Recorded","MA00006510","PALMA DEL MAR CONDO ASSN #1 OF ST PETERSBURG INC","C/O PBM","10033 DR MLK JR ST N, SUITE 300","ST. PETERSBURG","FL","33716"
"PR1S003146","55533","PALMA DEL MAR III, A CONDO","Pinellas","6368&6269 PALMA DEL MAR, ST. PETERSBURG, FL 33715","128","05/15/1980","Approved","Recorded","MA00002212","PALMA DEL MAR CONDO ASSN #3 OF ST PETERSBURG INC","C/O PBM","10033 DR MLK JR ST N, SUITE 300","ST. PETERSBURG","FL","33716"
"PR1S003147","55534","PALMA DEL MAR IV, A CONDO","Pinellas","6322 PALMA DEL MAR BLVD SOUTH, ST. PETERSBURG, FL 33715-1250","144","01/08/1981","Approved","Recorded","MA00010562","PALMA DEL MAR CONDO ASSN #4 OF ST PETERSBURG INC","","3001 EXECUTIVE DRIVE","CLEARWATER","FL","33762"
"PR1S003148","55535","PALMA DEL MAR V CONDO","Pinellas","6372 PALMA DEL MAR BLVD SOUTH, ST. PETERSBURG, FL 33715-1274","140","10/23/1982","Approved","Recorded","MA00005191","PALMA DEL MAR CONDO ASSN","C/O RESOURCE PROPERTY MANAGEMENT","7300 PARK STREET","SEMINOLE","FL","33777"
"PR1S003149","55536","BAHIA DEL MAR I","Pinellas","6361-6365 BAHIA DEL MAR, ST. PETERSBURG, FL 33715","128","08/13/1982","Approved","Recorded","MA00014657","BAHIA DEL MAR #1 CONDO ASSN INC","C/O RESOURCE PROPERTY MGMT","5901 SUN BLVD SUITE 200","ST PETERSBURG","FL","33715"
"PR1S003150","55537","VISTA DE ORO OF PLAYA ESCONDIDA, A CONDO","Pinellas","6025 SUN BLVD, SAINT PETERSBURG, FL 33715-1101","30","07/27/1981","Approved","Recorded","MA00014561","VISTA DE ORO CONDO ASSN INC","C/O PARADISE MANAGEMENT","13920 58TH ST","CLEARWATER","FL","33760"
"PR1S003151","55538","BAHIA DEL MAR II","Pinellas","6025 SUN BOULEVARD, ST. PETERSBURG, FL 33715-1101","152","10/22/1981","Approved","Recorded","MA00005856","BAHIA DEL MAR CONDO ASSN #2 OF ST PETE","","5901 SUN BLVD","ST. PETERSBURG","FL","33715"
"PR1S003152","55539","BAHIA SHORES","Pinellas","BAHIA DEL MAR CIRCLE, ST. PETERSBURG, FL 33715","148","01/01/1985","Approved","Recorded","MA00006749","BAHIA DEL MAR CONDO ASSN #3 OF ST PETE INC","C/O PROFESSIONAL BAYWAY MANAGEMENT","10033 DR MLK JR ST N, SUITE 300","ST. PETERSBURG","FL","33716"
"PR1S003153","55540","BAHIA DEL MAR IV","Pinellas","BAHIA DEL MAR CIRCLE, ST. PETERSBURG, FL 33715","125","01/10/1983","Approved","Recorded","MA00008100","BAHIA DEL MAR CONDO ASSN #4 OF ST PETE","C/O PARADISE MANAGEMENT","13920 58TH ST #1006","CLEARWATER","FL","33760"
"PR1S003155","55541","PLAYA ESCONDIDA CONDO","Pinellas","ESCONDIDA BLVD., ST. PETERSBURG, FL 33715","43","03/08/1978","Approved","Recorded","MA00007039","PLAYA ESCONDIDA CONDO ASSN OF ST PETE INC","C/O PARADISE MANAGEMENT","13920 58TH ST #1006","CLEARWATER","FL","33760"
"PR1S003156","55542","LA PUERTA DEL SOL CONDO","Pinellas","5633 LA PUERTA DEL SOL BLVD S, SAINT PETERSBURG, FL 33715-1416","279","03/16/1978","Approved","Recorded","MA00011174","LA PUERTA DEL SOL CONDO ASSN., INC.","C/O RESOURCE PROPERTY MGMT","5901 SUN BLVD","ST. PETERSBURG","FL","33715"
"PR1S003166","55546","MONTERY BAY, A CONDO","Pinellas","8226 WEST GULF BOULEVARD, TREASURE ISLAND, FL 33706-3546","4","09/09/1981","Approved","Recorded","MA00014300","MONTEREY BAY CONDO ASSOC., INC.","","250 104TH AVENUE","TREASURE ISLAND","FL","33706"
"PR1S003177","55547","GLENWOOD VILLAGE","Pasco","BEACON WOODS DRIVE, NEW PORT RICHEY, FL 33553","88","02/09/1982","Approved","Recorded","MA00002360","VILLAGE OF GLENWOOD CONDO ASSN INC","","720 BROOKER CREEK BLVD.","OLDSMAR","FL","34677"
"PR1S003193","55550","DOSINIA OF SANIBEL, A CONDO","Lee","3339 W GULF DR, SANIBEL ISLAND, FL 33957-5515","6","08/20/1979","Approved","Recorded","MA00009341","DOSINIA OF SANIBEL CONDO ASSN INC","","P.O. BOX 100","SANIBEL","FL","33957"
"PR1S003203","55552","CAPEWAY CONDO","Lee","4906 VICTORIA DR, CAPE CORAL, FL 33904-9587","55","12/19/1974","Approved","Recorded","MA00012793","CAPEWAY CONDO ASSN INC","C/O JOSEPH MASSE - PRESIDENT","1319 MIRAMAR STREET","CAPE CORAL","FL","33904"
"PR1S003206","55554","BAY PINES APTS UNIT FOUR","Pinellas","4600 98TH WAY NORTH #4, ST. PETERSBURG, FL 33708-3759","30","04/14/1980","Approved","Recorded","MA00009528","BAY PINES APT UNIT 4 ASSN INC","C/O CONDO MANAGEMENT PLUS INC","PO BOX 86507","MADEIRA BEACH","FL","33738-6507"
"PR1S003207","55555","BAY PINES APARTMENTS UNIT FIVE, A CONDO","Pinellas","9815 47TH AVENUE NORTH #5, ST. PETERSBURG, FL 33708-3264","30","03/02/1981","Approved","Recorded","MA00006531","BAY PINES APTS UNIT FIVE CONDO ASSN INC","","13920 58TH ST ","CLEARWATER ","FL","33760"
"PR1S005208","56453","ARRAWANA PARK CONDO","Hillsborough","201 SOUTH ARRAWANA AVENUE, TAMPA, FL 33609-3246","12","09/13/1985","Approved","Recorded","MA00006190","ARRAWANA PARK CONDO ASSN INC","","PO BOX 152473","TAMPA","FL","33684"
"PR1S000959","54615","VILLAS ON POINT BRITTANY, A CONDO","Pinellas","5003 BRITTANY DR S, SAINT PETERSBURG, FL 33715-1607","80","12/19/1980","Approved","Recorded","MA00012804","VILLAS ON POINT BRITTANY CONDO ASSOC INC","C/O PBM","10033 DR MLK JR ST N, SUITE 300","ST. PETERSBURG","FL","33716"
"PR1S000966","54618","CEDAR SANDS CONDO","Pinellas","12274 1ST ST W, TREASURE ISLAND, FL 33706","8","05/14/1979","Approved","Recorded","MA00007099","CEDARSAND INC","C/O TABS","8821 M.L KING STREET NORTH","ST. PETERSBURG","FL","33702"
"PR1S000967","54619","MADEIRA SOL, A CONDO","Pinellas","13193-13195 GULF LANE, MADEIRA BEACH, FL 33708","10","06/17/1981","Approved","Recorded","MA00013062","MADEIRA SOL CONDO ASSN INC","C/O Tierra Verde Property Management","600 S CLEVELAND MASSILLON RD","FAIRLAWN","OH","44333"
"PR1S000974","54621","CAPRI LANDINGS","Pinellas","11775-11855 THIRD ST. E., TREASURE ISLAND, FL 33706","8","02/28/1980","Approved","Recorded","MA00014141","CAPRI LANDINGS CONDO ASSN","","250 104TH AVE","TREASURE ISLAND","FL","33706"
"PR1S000987","54631","SANSONVINO CONDO","Lee","NONE PO Box 1480, FORT MYERS, FL 33902-1480","61","03/01/1974","Approved","Recorded","MA00001111","SANSOVINO CONDO ASSN INC","C/O KIM UEDING","3701 SOUTH OSPREY AVENUE","SARASOTA","FL","34239"
"PR1S001078","54632","CANARY PALM CONDO.","Lee","4704 SE 6TH AVE, CAPE CORAL, FL 33904-5552","5","01/01/1980","Approved","Recorded","MA00011501","CANARY PALM CONDO ASSOC INC","","PO BOX 100433","CAPE CORAL","FL","33910"
"PR1S001079","54633","PLAYA ENCANTADA CONDO","Manatee","6006 GULF DR., HOLMES BEACH, FL 33510","37","07/10/1980","Approved","Recorded","MA00001001","PLAYA ENCANTADA CONDO ASSN","","6005 GULF DR","HOLMES BEACH","FL","34217"
"PR1S001081","54635","HERON AT PELICAN BAY, A CONDO","Collier","5555 CRAYTON RD, NAPLES, FL 33963-2779","40","06/10/1983","Approved","Recorded","MA00005995","HERON AT PELICAN BAY CONDO ASSN INC","","5555 HERON POINT DR","NAPLES","FL","34108"
"PR1S001093","54642","YORKTOWNE","Lee","1219 S.E. 23RD PLACE, CAPE CORAL, FL 33990-1934","8","11/03/1982","Approved","Recorded","MA00011797","YORKTOWNE OF LEE COUNTY, INC.","C/O RIVER ASSCIATION MGMT INC","3444 MARINATOWN LANE","N FORT MYERS","FL","33903"
"PR1S001097","54645","COLLWOOD, A CONDO","Pinellas","13446 GULF BLVD, MADEIRA BEACH, FL 33708","30","02/10/1981","Approved","Recorded","MA00005258","COLLWOOD CONDO ASSN., INC.","","13030 GULF BOULEVARD","MADEIRA BEACH","FL","33708"
"PR1S001102","54649","SHENANDOAH ESTATES","Collier","NONE, NAPLES, FL 33940","63","07/07/1978","Approved","Recorded","MA00004982","SHENANDOAH ESTATES ASSN INC","C/O JOHN STEINBACH, REGISTERED AGENT","28720 MONTECRISTO LOOP","BONITA SPRINGS","FL","34135"
"PR1S001105","54650","EDGEWATER CONDO","Lee","CORNER OF SKYLINE DR AND, CAPE CORAL, FL 33990-2195","12","09/11/1981","Approved","Recorded","MA00008056","CONDO ASSN OF EDGEWATER INC","C/O AMERICAN CONDO MGMT","PO BOX 100399","CAPE CORAL","FL","33910"
"PR1S001107","54652","BELLEAIR BEACH RESORT, A CONDO MOTEL","Pinellas","2060 GULF BLVD, BELLEAIR BEACH, FL 34635-2963","37","03/06/1981","Approved","Recorded","MA00001860","BELLEAIR BEACH RESORT OWNERS ASSN INC","","2040 GULF BLVD","BELLEAIR BEACH","FL","34635-2963"
"PR1S001114","54656","SMUGGLER'S COVE","Lee","5100 ESTERO BLVD, FORT MYERS BEACH, FL 33931-4098","84","09/27/1977","Approved","Recorded","MA00019041","SMUGGLER'S COVE CONDO","","5100 ESTERO BLVD","FORT MYERS","FL","33931-4098"
