"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1S009954","58574","ABITARE CONDO","Dade","3495 MAIN HIGHWAY, MIAMI, FL 33133-5915","21","01/01/1979","Approved","Recorded","MA00010247","ABITARE CONDO ASSN INC","C/O SOUTH FLORIDA CONDO MGMT INC","2800 BISCAYNE BLVD, STE 310","MIAMI","FL","33137"
"PR1S009985","58585","NORMANDY SHORES YACHT & COUNTRY CLUB, A CONDO","Dade","130 S SHORE DR, MIAMI BEACH, FL 33141-3902","31","01/01/1979","Approved","Recorded","MA00014200","NORMANDY SHORES YACHT & COUNTRY CLUB INC","C/O THE FIRM PROPERTY MGMT GROUP LLC","12940 SW 128TH STREET #204","MIAMI","FL","33186"
"PR1S012607","59495","TWIN HOMES CONDO #3/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","01/31/1979","Approved","Recorded","MA00013788","TWIN HOMES CONDO #3/2 ASSN INC","","11920 SW 13TH ST #3","MIAMI","FL","33184-2434"
"PR1S012608","59496","TWIN HOMES CONDO #4/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","01/31/1979","Approved","Recorded","MA00015206","TWIN HOMES CONDO ASSN 4/2","","11940-11942 SW 13 ST","MIAMI","FL","33184"
"PR1S012609","59497","TWIN HOMES CONDO #5/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","01/31/1979","Approved","Recorded","MA00006913","TWIN HOMES CONDO #5/2 ASSN INC","","11035 SW 13TH ST","MIAMI","FL","33161"
"PR1S012610","59498","TWIN HOMES CONDO #6/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","01/31/1979","Approved","Recorded","MA00001948","TWIN HOMES CONDO #6/2 ASSN INC","","11921 SW 13TH ST #6","MIAMI","FL","33184-2434"
"PR1S012611","59499","TWIN HOMES CONDO #7/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","03/13/1979","Approved","Recorded","MA00013125","TWIN HOMES CONDO #7/2 ASSN INC","","1045 SW 119TH CT #7","MIAMI","FL","33184-2459"
"PR1S012612","59500","TWIN HOMES CONDO #8/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","05/03/1978","Approved","Recorded","MA00007777","TWIN HOMES CONDO #8/2 ASSN INC","","11940 SW 12TH TER #8","MIAMI","FL","33184-2401"
"PR1S012613","59501","TWIN HOMES CONDO #9/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","05/03/1978","Approved","Recorded","MA00002811","TWIN HOMES CONDO #9/2 ASSN INC","","11941 SW 12TH TER #9","MIAMI","FL","33184-2401"
"PR1S012614","59502","TWIN HOMES CONDO #10/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","01/01/1978","Approved","Recorded","MA00013654","TWIN HOMES CONDO #10/2 ASSN INC","","11921 SW 12TH TER #10","MIAMI","FL","33184-2401"
"PR1S012615","59503","TWIN HOMES CONDO #11/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","06/15/1978","Approved","Recorded","MA00008647","TWIN HOMES CONDO #11/2 ASSN INC","","11922 SW 11TH TER #11/2","MIAMI","FL","33184-2432"
"PR1S012616","59504","TWIN HOMES CONDO #12/2","Dade","1215-1217 SW 119 CT, MIAMI, FL 33184","2","06/15/1978","Approved","Recorded","MA00003661","TWIN HOMES CONDO #12/2","","11940 SW 11TH TER #12","MIAMI","FL","33184-2432"
"PR1S012617","59505","TWIN HOMES CONDO #13/2","Dade","11941-11943 SW 11TH TER, MIAMI, FL 33184","2","01/18/1979","Approved","Recorded","MA00014508","TWIN HOMES CONDO #13/2 ASSN INC","","11941 SW 11TH TER #13","MIAMI","FL","33184-2432"
"PR1S012618","59506","TWIN HOMES CONDO #14/2","Dade","1215-1217 SW 119 T, MIAMI, FL 33184","2","01/31/1979","Approved","Recorded","MA00006191","TWIN HOMES CONDO #14/2","","11921 SW 11TH TER #14","MIAMI","FL","33184-2432"
"PR1S020027","63468","SEASIDE, A CONDO","Dade","19100 FISHER ISLAND DRIVE, FISHER ISLAND, FL 33109-0001","58","07/03/1989","Approved","Recorded","MA00018565","SEASIDE AT FISHER ISLAND CONDO ASSN INC","C/O CUEVAS, GARCIA & TORRES, P.A","4000 PONCE DE LEON BLVD SUITE 610","CORAL GABLES","FL","33146"
"PR1S020068","63488","WEST GABLES ESTATES CONDO #2/1, A CONDO","Dade","9121 - 9123 SW 8 TER, MIAMI, FL 33174","2","06/11/1980","Approved","Recorded","MA00018626","WEST GABLES ESTATES CONDO #2/1 ASSN INC","","9121-9123 SW 8 TER","MIAMI","FL","33174"
"PR1S020069","63489","WEST GABLES ESTATES CONDO #3/1, A CONDO","Dade","9111 - 9113 SW 8 TER, MIAMI, FL 33174","2","06/11/1980","Approved","Recorded","MA00018627","WEST GABLES ESTATES CONDO #3/1 ASSN INC","","9111-9113 SW 8 TER","MIAMI","FL","33174"
"PR1S020070","63490","WEST GABLES ESTATES CONDO #4/1, A CONDO","Dade","9101 SW 8TH TER, MIAMI, FL 33174-3172","2","06/11/1980","Approved","Recorded","MA00018628","WEST GABLES ESTATES CONDO #4/1 ASSN INC","","9101 SW 8TH TER","MIAMI","FL","33174-3172"
"PR1S020071","63491","WEST GABLES ESTATES CONDO #5/1, A CONDO","Dade","9031 - 9033 SW 8 TER, MIAMI, FL 33174","2","06/11/1980","Approved","Recorded","MA00018630","WEST GABLES ESTATES CONDO #5/1 ASSN INC","","9031 - 9033 SW 8 TER","MIAMI","FL","33174"
"PR1S020073","63493","WEST GABLES ESTATES CONDO #7/1, A CONDO","Dade","9013 SW 8TH TER, MIAMI, FL 33174-3172","2","06/11/1980","Approved","Recorded","MA00018632","WEST GABLES ESTATES CONDO #7/1 ASSN INC","","9013 SW 8TH TER","MIAMI","FL","33174-3172"
"PR1S020074","63494","WEST GABLES ESTATES CONDO #8/1, A CONDO","Dade","9001-9003 SW 8 TER, MIAMI, FL 33174","2","08/05/1980","Approved","Recorded","MA00018633","WEST GABLES ESTATES CONDO #8/1 ASSN INC","","9001-9003 SW 8 TER","MIAMI","FL","33174"
"PR1S020075","63495","WEST GABLES ESTATES CONDO #2/2, A CONDO","Dade","9120- 9122 SW 8 TER, MIAMI, FL 33174","2","03/01/1978","Approved","Recorded","MA00018634","WEST GABLES ESTATES CONDO #2/2 ASSN INC","","9120-9122 SW 8 TER","MIAMI","FL","33174"
"PR1S020076","63496","WEST GABLES ESTATES CONDO #3/2, A CONDO","Dade","9110-9112 SW 8 TER, MIAMI, FL 33174","2","04/04/1978","Approved","Recorded","MA00018635","WEST GABLES ESTATES CONDO #3/2 ASSN INC","","9110 - 9112 SW 8 TER","MIAMI","FL","33174"
"PR1S020078","63498","WEST GABLES ESTATES CONDO #5/2, A CONDO","Dade","9030 SW 8TH TER, MIAMI, FL 33174-3171","2","04/04/1978","Approved","Recorded","MA00018637","WEST GABLES ESTATES CONDO #5/2 ASSN INC","","9030 SW 8TH TER","MIAMI","FL","33174-3171"
"PR1S020079","63499","WEST GABLES ESTATES CONDO #6/2, A CONDO","Dade","9020 SW 8TH TER, MIAMI, FL 33174-3171","2","03/01/1978","Approved","Recorded","MA00018638","WEST GABLES ESTATES CONDO #6/2 ASSN INC","","9020 SW 8TH TER","MIAMI","FL","33174-3171"
"PR1S020080","63500","WEST GABLES ESTATES CONDO #1/4, A CONDO","Dade","8991 - 8993 SW 8 TER, MIAMI, FL 33174","2","11/08/1977","Approved","Recorded","MA00018639","WEST GABLES ESTATES CONDO #1/4 ASSN INC","","8991 - 8993 SW 8 TER","MIAMI","FL","33174"
"PR1S020081","63501","WEST GABLES ESTATES CONDO #2/4, A CONDO","Dade","8981 - 8983 SW 8 TER, MIAMI, FL 33174","2","12/06/1977","Approved","Recorded","MA00018640","WEST GABLES ESTATES CONDO #2/4 ASSN INC","","8981 - 8983 SW 8 TER","MIAMI","FL","33174"
"PR1S020082","63502","WEST GABLES ESTATES CONDO #3/4, A CONDO","Dade","8971 - 8973 SW 8 TER, MIAMI, FL 33174","2","12/06/1977","Approved","Recorded","MA00018641","WEST GABLES ESTATES CONDO #3/4 ASSN INC","","8971 - 8973 SW 8 TER","MIAMI","FL","33174"
"PR1S020084","63504","WEST GABLES ESTATES CONDO #5/4, A CONDO","Dade","8951 - 8953 SW 8 TER, MIAMI, FL 33174","2","12/06/1977","Approved","Recorded","MA00018643","WEST GABLES ESTATES CONDO #5/4 ASSN INC","","8951 - 8953 SW 8 TER","MIAMI","FL","33174"
"PR1S020085","63505","WEST GABLES ESTATES CONDO #6/4, A CONDO","Dade","8941 - 8943 SW 8 TER, MIAMI, FL 33174","2","12/06/1977","Approved","Recorded","MA00018644","WEST GABLES ESTATES CONDO #6/4 ASSN INC","","8941 - 8943 SW 8 TER","MIAMI","FL","33174"
"PR1S020086","63506","WEST GABLES ESTATES CONDO #7/4, A CONDO","Dade","800 - 802 SW 89 AVE, MIAMI, FL 33174","2","10/11/1977","Approved","Recorded","MA00018645","WEST GABLES ESTATES CONDO #7/4 ASSN INC","","800 - 802 SW 89 AVE","MIAMI","FL","33174"
"PR1S020087","63507","WEST GABLES ESTATES CONDO #8/4, A CONDO","Dade","820 - 822 SW 89 AVE, MIAMI, FL 33174","2","10/11/1977","Approved","Recorded","MA00018646","WEST GABLES ESTATES CONDO #8/4 ASSN INC","","820 - 822 SW 89 AVE","MIAMI","FL","33160"
"PR1S020089","63509","WEST GABLES ESTATES CONDO #10/4, A CONDO","Dade","8940 - 8942 SW 8 TER, MIAMI, FL 33174","2","11/08/1977","Approved","Recorded","MA00018648","WEST GABLES ESTATES CONDO #10/4 ASSN INC","","8940 - 8942 SW 8 TER","MIAMI","FL","33174"
"PR1S020090","63510","WEST GABLES ESTATES CONDO #7/2, A CONDO","Dade","8943 SW 9TH TER, MIAMI, FL 33174-3243","2","03/01/1978","Approved","Recorded","MA00018649","WEST GABLES ESTATES CONDO #7/2 ASSN INC","","8943 SW 9TH TER","MIAMI","FL","33174-3243"
"PR1S020091","63511","WEST GABLES ESTATES CONDO #8/2, A CONDO","Dade","9000 SW 8TH TER, MIAMI, FL 33174-3171","2","08/18/1978","Approved","Recorded","MA00018650","WEST GABLES ESTATES CONDO #8/2 ASSN INC","","9000 SW 8TH TER","MIAMI","FL","33174-3171"
"PR1S020092","63512","WEST GABLES ESTATES CONDO #9/2, A CONDO","Dade","9001 - 9003 SW 9 TER, MIAMI, FL 33174","2","12/30/1977","Approved","Recorded","MA00018651","WEST GABLES ESTATES CONDO #9/2 ASSN INC","","9001-9003 SW 9 TER","MIAMI","FL","33174"
"PR1S020093","63513","WEST GABLES ESTATES CONDO #10/2, A CONDO","Dade","9011 - 9013 SW 9 TER, MIAMI, FL 33174","2","01/16/1978","Approved","Recorded","MA00018652","WEST GABLES ESTATES CONDO #10/2 ASSN INC","","9011 - 9013 SW 9 TER","MIAMI","FL","33174"
"PR1S019105","63057","TROPICAL TERRACE CONDO","Dade","13725 NE 6TH AVE, NORTH MIAMI, FL 33161-3706","40","09/01/1971","Approved","Recorded","MA00005775","TROPICAL TERRACE CONDO ASSN INC","C/O XCLUSIVE PROPERTY MGMT SERVICES, INC","1031 IVES DAIRY RD #228","MIAMI","FL","33179"
"PR1S017762","62162","CORAL WAY VILLAGE","Dade","10300 SW 24TH ST, MIAMI, FL 33165-7904","84","05/13/1974","Approved","Recorded","MA00005117","CORAL WAY VILLAGE ASSOC INC","C/O GUSTAVO CASPIO","10300 SW 24 STREET - A24","MIAMI","FL","33155"
"PR1S017800","62183","ROLLING GREEN CONDO D","Dade","1401 N.E. 191ST STREET, NORTH MIAMI BEACH, FL 33179-4079","80","01/01/1969","Approved","Recorded","MA00005286","ROLLING GREEN CONDO D INC","","7665 NW 50 STREET","MIAMI","FL","33166"
"PR1S019113","63062","THREE HORIZONS NORTH CONDO","Dade","1470 NE 125TH TER, NORTH MIAMI, FL 33161-5259","117","01/01/1970","Approved","Recorded","MA00012245","THREE HORIZONS NORTH CONDOASSN, INC","","1470 NE 125TH TERRACE #605","NORTH MIAMI","FL","33161"
"PR1S019123","63068","MILLER SIXTY-SEVEN TOWNHOUSE CONDO","Dade","6667 MILLER RD, MIAMI, FL 33155-6446","47","01/01/1973","Approved","Recorded","MA00000759","MILLER 67 TOWNHOUSE CONDO ASSN.","","PO BOX 22-8841","MIAMI","FL","33222"
"PR1S019132","63074","ALTON PARK CONDO","Dade","1300 ALTON ROAD, MIAMI, FL 33139-3833","36","01/01/1973","Approved","Recorded","MA00014823","ALTON PARK CONDO ASSN","C/O VTE CONSULTING LLC","1840 WEST 49 STREET","HIALEAH","FL","33012"
"PR1S016481","61295","AVILA SOUTH","Dade","200 172ND STREET, NORTH MIAMI BEACH, FL 33160-3414","196","12/27/1973","Approved","Recorded","MA00003673","AVILA SOUTH CONDO ASSOC., INC.","","200 172ND STREET","NORTH MIAMI BEACH","FL","33160-3414"
"PR1S016493","61300","KEY CASSA, CONDO","Dade","204 SUNRISE DRIVE, KEY BISCAYNE, FL 33149-2151","12","11/01/1964","Approved","Recorded","MA00000498","KEY CASSA CONDOMINIUM ASSOCIATION INC","C/O GRS MANAGEMENT INC","15280 NW 79 COURT","MIAMI LAKES","FL","33016"
"PR1S017816","62193","ROMONT SOUTH CONDO F","Dade","100 NE 203RD TER, NORTH MIAMI BEACH, FL 33179-2301","22","01/25/1971","Approved","Recorded","MA00015553","ROMONT SOUTH CONDO F INC","","20314 NE 2ND AVE","NORTH MIAMI BEACH","FL","33179-2344"
"PR1S017822","62197","FLORIDIAN ARMS","Dade","1450 NE 170TH ST, MIAMI, FL 33162-2812","73","01/01/1975","Approved","Recorded","MA00007138","FLORIDIAN ARMS, INC.","","1840 WEST 49 ST, STE 233","HIALEAH","FL","33012"
"PR1S017824","62199","ALMERIA GARDENS","Dade","42 ALMERIA AVENUE, CORAL GABLES, FL 33134-6119","20","03/27/1973","Approved","Recorded","MA00015542","ALMERIA GARDENS CONDO INC","","1801 CORAL WAY","MIAMI","FL","33145"
"PR1S015021","60416","EAST HIALEAH CONDO","Dade","345/351 EAST 39 PLACE, HIALEAH, FL 33012","4","05/02/1985","Approved","Recorded","MA00011444","EAST HIALEAH CONDO ASSN, INC.","C/O ANIEL HERRERA","372 EAST 40 STREET, UNIT 1","HIALEAH","FL","33013"
"PR1S016515","61316","CORDOBA CONDO","Dade","3551 SW 9TH TER, MIAMI, FL 33135-4353","102","01/01/1972","Approved","Recorded","MA00011147","3551 CORPORATION CORDOBA CONDO","","3551 SW 9TH TER","MIAMI","FL","33135-4353"
"PR1S016519","61319","PINEBARK CONDO","Dade","820 NW 87TH AVE #A, MIAMI, FL 33172-3419","210","01/01/1973","Approved","Recorded","MA00014203","PINEBARK CONDOMINIUM ASSN.","C/O RAUL AGUILERA","820 N.W. 87 AVENUE","MIAMI","FL","33172"
"PR1S016521","61320","INTERNATIONAL TOWERS","Dade","1400 SW 27TH AVE, MIAMI, FL 33145-1241","39","04/09/1968","Approved","Recorded","MA00006529","INTERNATIONAL TOWERS ASSN INC.","","1400 SW 27TH AVE","MIAMI","FL","33145"
"PR1S016524","61322","SUNDIAL TOWERS","Dade","8400 BYRON AVE, MIAMI BEACH, FL 33141-4835","29","01/01/1966","Approved","Recorded","MA00010985","SUNDIAL TOWERS CONDO,INC.","","8400 BYRON AVE","MIAMI BEACH","FL","33141-4835"
"PR1S016547","61337","FIFTY-SIX SIXTY COLLINS AVE CONDO","Dade","5660 COLLINS AVE, MIAMI, FL 33140-2425","90","01/01/1970","Approved","Recorded","MA00000173","FIFTY SIX SIXTY COLLINS AVE CONDO ASSOC.","","5660 COLLINS AVENUE","MIAMI","FL","33140-2425"
"PR1S012639","59522","LAKEWOOD VILLAS CONDO","Dade","7835 MILLER RD, MIAMI, FL 33155-4310","88","01/01/1980","Approved","Recorded","MA00002691","LAKEWOOD VILLAS CONDO ASSOC.","C/O EXCLUSIVE PROPERTY MANAGEMENT","175 FONTAINBLEAU BLVD","MIAMI","FL","33172"
"PR1S012642","59523","EDEN ROC CONDO","Dade","17900 N BAY RD, NORTH MIAMI BEACH, FL 33160-2735","45","09/21/1977","Approved","Recorded","MA00018469","EDEN ROC CONDO ASSN INC","","17900 N BAY RD OFC","NORTH MIAMI BEACH","FL","33160-2734"
"PR1S012678","59532","BRICKELL KEY ONE, A CONDO","Dade","520 BRICKELL KEY DR, MIAMI, FL 33131-2620","301","02/05/1982","Approved","Recorded","MA00003004","BRICKELL KEY ONE CONDO ASSN INC","C/O MANAGEMENT OFFICE","520 BRICKELL KEY DR","MIAMI","FL","33131"
"PR1S012689","59536","CURBELO & VIERA CONDO # 1","Dade","1340-42 W 42ND PL, HIALEAH, FL 33012","2","04/07/1982","Approved","Recorded","MA00011010","CURBELO & VIERA CONDO #1 ASSN INC","","1340 W 42ND PL","HIALEAH","FL","33012-5912"
"PR1S020094","63514","WEST GABLES ESTATES CONDO #11/2, A CONDO","Dade","9021 - 9023 SW 9 TER, MIAMI, FL 33174","2","01/16/1978","Approved","Recorded","MA00018653","WEST GABLES ESTATES CONDO #11/2 ASSN INC","","9021-9023 SW 9 TER","MIAMI","FL","33174"
"PR1S020095","63515","WEST GABLES ESTATES CONDO #12/2, A CONDO","Dade","9030 - 9031 SW 9 TER, MIAMI, FL 33174","2","01/16/1978","Approved","Recorded","MA00018654","WEST GABLES ESTATES CONDO #12/2 ASSN INC","","9030 - 9031 SW 9 TER","MIAMI","FL","33174"
"PR1S020097","63517","WEST GABLES ESTATES CONDO #14/2, A CONDO","Dade","9111 - 9113 SW 9 TER, MIAMI, FL 33174","2","12/30/1977","Approved","Recorded","MA00018656","WEST GABLES ESTATES CONDO #14/2 ASSN INC","","9111 - 9113 SW 9 TER","MIAMI","FL","33174"
"PR1S020098","63518","WEST GABLES ESTATES CONDO #15/2, A CONDO","Dade","9121 - 9123 SW 9 TER, MIAMI, FL 33174","2","01/16/1978","Approved","Recorded","MA00018657","WEST GABLES ESTATES CONDO #15/2 ASSN INC","","9121 - 9123 SW 9 TER","MIAMI","FL","33174"
"PR1S020099","63519","WEST GABLES ESTATES CONDO #16/2, A CONDO","Dade","9131 - 9133 SW 9 TER, MIAMI, FL 33174","2","01/16/1978","Approved","Recorded","MA00018658","WEST GABLES ESTATES CONDO #16/2 ASSN INC","","9131 - 9133 SW 9 TER","MIAMI","FL","33174"
"PR1S020100","63520","WEST GABLES ESTATES CONDO #1/3, A CONDO","Dade","9130 - 9132 SW 9 TER, MIAMI, FL 33174","2","12/14/1977","Approved","Recorded","MA00018659","WEST GABLES ESTATES CONDO #1/3 ASSN INC","","9130 - 9132 SW 9 TER","MIAMI","FL","33174"
"PR1S020101","63521","WEST GABLES ESTATES CONDO #8/3, A CONDO","Dade","9002 SW 9TH TER, MIAMI, FL 33174-3175","2","11/08/1977","Approved","Recorded","MA00018660","WEST GABLES ESTATES CONDO #8/3 ASSN INC","","9002 SW 9TH TER","MIAMI","FL","33174-3175"
"PR1S020103","63523","WEST GABLES ESTATES CONDO #12/4, A CONDO","Dade","8960 - 8962 SW 8 TER, MIAMI, FL 33174","2","07/29/1977","Approved","Recorded","MA00018662","WEST GABLES ESTATES CONDO #12/4 ASSN INC","","8960 - 8962 SW 8 TER","MIAMI","FL","33174"
"PR1S020104","63524","WEST GABLES ESTATES CONDO #13/4, A CONDO","Dade","8970 - 8972 SW 8 TER, MIAMI, FL 33174","2","08/23/1977","Approved","Recorded","MA00018663","WEST GABLES ESTATES CONDO #13/4 ASSN INC","","8970 - 8972 SW 8 TER","MIAMI","FL","33174"
"PR1S019161","63092","EAST BREEZE CONDO","Dade","1234 EUCLID AVE, MIAMI BEACH, FL 33139-4427","12","01/01/1966","Approved","Recorded","MA00002392","EAST BREEZE CONDO CORP","C/O SOBE MANAGEMENT","333 W 41ST ST","MIAMI BEACH","FL","33140"
"PR1S019166","63096","APOLLO CONDO","Dade","1130 11TH STREET, MIAMI BEACH, FL 33139-4832","53","01/01/1968","Approved","Recorded","MA00001396","APOLLO CONDO INC","","1130 11TH STREET","MIAMI BEACH","FL","33139"
"PR1S019169","63097","EDEN POINT SOUTH CONDO","Dade","40000 NE 169TH ST., NORTH MIAMI, FL 33160","48","01/01/1974","Approved","Recorded","MA00003635","EDEN POINT SOUTH CONDO, INC.","C/O NEW WAVE ACCOUNTING AND MGMT","1770 SANS SOUCI BLVD","NORTH MIAMI","FL","33181"
"PR1S019206","63119","PLAZA DEL PRADO","Dade","18011-18021-18031-81041, NORTH MIAMI BEACH, FL 33160","621","12/30/1970","Approved","Recorded","MA00002937","PLAZA DEL PRADO CONDO ASSN, INC","","8200 NW 33RD STREET","MIAMI","FL","33122"
"PR1S017861","62220","JEFFERSON SOUTH SHORE CONDO","Dade","631 JEFFERSON AVE, MIAMI BEACH, FL 33139-8525","19","01/01/1974","Approved","Recorded","MA00010763","JEFFERSON SOUTH SHORE CONDO ASSOC INC","C/O FLA. PROPERTY SOLUTIONS","1000 5TH STREET","MIAMI BEACH","FL","33139"
"PR1S017876","62229","SOUTHERN STAR CONDO","Dade","441 COLLINS AVE, MIAMI, FL 33139-6622","30","01/01/1965","Approved","Recorded","MA00006455","SOUTHERN STAR CONDO, INC.","C/O FLA. PROPERTY SOLUTIONS","1000 5TH STREET","MIAMI BEACH","FL","33139"
"PR1S019211","63124","CANONGATE APTS. 1","Dade","800 NE 195TH ST, NORTH MIAMI BEACH, FL 33179-3414","138","01/01/1969","Approved","Recorded","MA00002540","CANONGATE CONDO APTS #1 INC","","1021 IVES DIARY ROAD, SUITE 115","MIAMI","FL","33179"
"PR1S019213","63126","LEMON COVE CLUB CONDO","Monroe","591 SOMBRERO BEACH RD, MARATHON, FL 33050-3934","16","02/18/1974","Approved","Recorded","MA00009420","LEMON COVE CONDO THE INC.","C/O MARLENE C. MORATO, CPA","5800 OVERSEAS HIGHWAY","MARATHON","FL","33050"
"PR1S019221","63130","CHESTNUT HILL","Dade","13215 NE 6TH AVE, NORTH MIAMI, FL 33161-4074","30","01/01/1966","Approved","Recorded","MA00012890","CHESTNUT HILL CONDO., INC.","C/O HIGHTOWER PROP MGMT","9999 NE 2ND AVE, SUITE 305","MIAMI SHORES","FL","33138"
"PR1S019237","63141","ROYAL PALM VILLAS","Dade","1821 JEFFERSON AVE, MIAMI, FL 33139-2462","21","01/01/1974","Approved","Recorded","MA00007686","ROYAL PALM VILLAS CONDO ASSOC., INC.","C/O ALBERTO RUDER, DIRECTOR","1821 JEFFERSON AVE #204","MIAMI BEACH","FL","33139"
"PR1S019240","63143","PORT O PALMS","Monroe","OVERSEAS HIGHWAY, MM 90, PLANTATION KEY, FL 33134","12","01/01/1972","Approved","Recorded","MA00003625","PORT O PALMS CONDO B INC","C/O DANIEL COOK, PRESIDENT","PO BOX 1048","TAVERNIER","FL","33070"
"PR1S019243","63145","SANDS OF KEY BISCAYNE","Dade","OCEAN DR, KEY BISCAYNE, FL 33149","120","01/01/1969","Approved","Recorded","MA00003734","SANDS OF KEY BISCAYNE ASSN INC","","605 OCEAN DR","KEY BISCAYNE","FL","33149"
"PR1S019246","63147","FIVE-TWENTY SEVENTY-NINTH STREET CONDO","Dade","520 79TH ST, MIAMI BEACH, FL 33141-1961","8","01/01/1966","Approved","Recorded","MA00009273","520 79TH STREET INC A CONDO","C/O JACK BARANIECKI","3700 BAY WAY","COOPER CITY","FL","33026"
"PR1S016575","61357","GALEN DRIVE CONDO","Dade","240 GALEN DR, KEY BISCAYNE, FL 33149-2113","42","01/11/1967","Approved","Recorded","MA00001538","GALEN DRIVE CONDO APTS.INC.","C/O CPM CORPORATION","1801 CORAL WAY","MIAMI","FL","33145"
"PR1S016585","61363","BAYSIDE TERRACE","Dade","1670 BAY RD, MIAMI BEACH, FL 33139-2137","35","01/01/1967","Approved","Recorded","MA00007179","BAYSIDE TERRACE ASSN INC","","1540 SW 12TH AVE","MIAMI","FL","33129"
"PR1S017928","62269","PALM SPRINGS GARDENS # 6","Dade","160 ROYAL PALM RD #6, HIALEAH GARDENS, FL 33016-4621","54","05/07/1968","Approved","Recorded","MA00012232","PALM SPRINGS GARDENS CONDO BLDG 6 ASSN","C/O TOP SERVICE PROPERTY MANAGEMENT, LLC","5901 NW 151ST ST, SUITE 100","MIAMI LAKES","FL","33014"
"PR1S017929","62270","WATERS EDGE","Dade","100 EDGEWATER DRIVE, CORAL GABLES, FL 33133","131","01/01/1969","Approved","Recorded","MA00009545","WATER'S EDGE CONDO ASSOC., INC.","","100 EDGEWATER DR","CORAL GABLES","FL","33133"
"PR1S015150","60457","CHERTA CONDO","Dade","3141/43 S.W. 27TH TERRACE, MIAMI, FL 33133","2","03/14/1985","Approved","Recorded","MA00013512","CHERTA CONDO ASSOC INC","","3141/43 SW 27TH TER","MIAMI","FL","33133-2943"
"PR1S015151","60458","CHERTA CONDO # 2","Dade","3141/43 S.W. 27 TERRACE, MIAMI, FL 33133","2","09/19/1986","Approved","Recorded","MA00012201","CHERTA CONDOMINIUM NO 2 ASSOC INC","","3141/43 SW 27TH TER","MIAMI","FL","33133-2943"
"PR1S015185","60464","KENDALE TWIN VILLAS CONDO 3","Dade","14820-14822 SW 80 ST, MIAMI, FL 33189","2","08/22/1986","Approved","Recorded","MA00004420","KENDALE TWIN VILLAS CONDO ASSN # 3 INC","","14820-14822 SW 80TH ST","MIAMI","FL","33189-1514"
"PR1S015186","60465","KENDALE TWIN VILLAS CONDO 2","Dade","14810-14812 SW 80 ST, MIAMI, FL 33189","2","08/22/1986","Approved","Recorded","MA00015260","KENDALE TWIN VILLAS CONDO ASSN # 2 INC","","14810-14812 SW 80TH ST","MIAMI","FL","33189-1514"
"PR1S015187","60466","KENDALE TWIN VILLAS CONDO NO. 1","Dade","14800-14802 S.W. 80 STREET, MIAMI, FL 33189","2","08/22/1986","Approved","Recorded","MA00010253","KENDALE TWIN VILLAS CONDO ASSN 1 INC","% MANUEL VALLE","14800 SW 80TH ST","MIAMI","FL","33193-1514"
"PR1S015196","60467","WOODGROVE TOWNHOMES CONDO IV","Dade","10 N.W. 2ND STREET, MIAMI, FL 33128-1822","2","06/30/1986","Approved","Recorded","MA00009086","WOODGROVE TOWNHOMES CONDO ASSOC. IV, INC","","10 N.W. 2ND STREET","MIAMI","FL","33128-1822"
"PR1S015197","60468","WOODGROVE TOWNHOMES CONDO II","Dade","10 N.W. 2ND STREET, MIAMI, FL 33128-1822","2","07/03/1986","Approved","Recorded","MA00009225","WOODGROVE TOWNHOMES CONDO ASSOC. II, INC","","10 N.W. 2ND STREET","MIAMI","FL","33128-1822"
"PR1S015210","60472","MEDITERRANEAN VILLAGE CONDO NO. ONE","Dade","3900 ISLAND BOULEVARD, WILLIAMS ISLAND, FL 33160","37","07/21/1988","Approved","Recorded","MA00011285","MEDITERRANEAN VILLAGE CONDO #ONE ASSN","","8200 NW 33RD STREET","DORAL","FL","33122-1901"
"PR1S015227","60477","ALLAMANDA CONDO APARTMENTS","Monroe","29 LAKESIDE LANE PO BOX AA, KEY LARGO, FL 33037-3700","8","11/19/1971","Approved","Recorded","MA00014686","ALLAMANDA CONDO APTS INC THE","","1 BARRACUDA LANE","KEY LARGO","FL","33037"
"PR1S015242","60487","PINEBROOKE N","Dade","9200 S DADELAND BLVD, MIAMI, FL 33156-2703","4","06/03/1975","Approved","Recorded","MA00014064","PINEBROOK N ASSOC INC","C/O STEPHEN BASKOTT","15824 S.W. 91ST CT","PALMETTO BAY","FL","33157"
