"Project Number","File Number","Condo Name","County","Street City State Zip","Units","Recorded Date","Primary Status","Secondary Status","Managing Entity Number","Managing Entity Name","Managing Entity Route","Managing Entity Street","Managing Entity City","Managing Entity State","Managing Entity Zip"
"PR1M002559","47339","MONTEREY FOUR, A CONDO","Dade","821 N.E. 209TH LANE, MIAMI, FL 33179","120","12/12/1984","Approved","Delinquent","MA00001968","MONTEREY HOMEOWNERS ASSOCIATION INC","","865 N.E. 209 STREET","MIAMI","FL","33179"
"PR1P008737","52001","COUNTRY CLUB VILLAS TOWNHOMES, A CONDO","Dade","20440 NW 15TH AVE, MIAMI, FL 33169","50","05/09/1979","Approved","Delinquent","MA00011481","COUNTRY CLUB VILLAS TOWNHOMES CONDO ASSN INC","C/O ALLIED PROPERTY GROUP INC","12350 SW 132 COURT","MIAMI","FL","33186"
"PR1G024198","46542","POINCIANA ROYALE VILLAS CONDO II","Dade","7512 W 20TH AVE, HIALEAH, FL 33016","48","11/12/1997","Approved","Delinquent","MA00022484","POINCIANA ROYALE VILLAS CONDO II ASN INC","","PO BOX 160460","HIALEAH ","FL","33016"
"PR1P009241","52064","RAINBOW VILLAS CONDO","Dade","549- 571 N.E. 12TH AVE., HOMESTEAD, FL 33030","12","07/06/1992","Approved","Delinquent","MA00014946","RAINBOW VILLAS CONDOS","C/O PALM VILLAS TOWNHOMES INC, OWNER","11350 SW 95TH ST","MIAMI","FL","33176"
"PR1P009418","52082","O D A HOMES, A CONDO","Dade","6699 SW  137TH COURT, MIAMI, FL 33183-2264","44","01/08/1985","Approved","Delinquent","MA00005412","O D A HOMES CONDO ASSN, INC","","PO BOX 832335","MIAMI","FL","33283"
"PR1P002094","51179","MANGO HILL CONDO NO. XIX","Dade","978 TO 986 WEST 40TH STREET, HIALEAH, FL 33012","5","09/14/1982","Approved","Delinquent","MA00008396","MANGO HILL CONDO ASSN, # XIX, INC","C/O ARMANDO LEON, OWNER","11569 SW 5 ST","MIAMI","FL","33174"
"PR1G026689","46760","ARMITAGE PLACE NO. 1A, A CONDO","Dade","243 MERIDIAN AVENUE, MIAMI BEACH, FL 33139","10","12/28/2006","Approved","Delinquent","MA00025082","ARMITAGE PLACE NO 1A CONDO ASSOC INC","","1521 ALTON ROAD, #703","MIAMI BEACH","FL","33139"
"PR1P006312","51733","VILLAS AT UNIVERSITY SQUARE (THE)","Dade","SW 20TH ST & SW 107TH AVE, MIAMI, FL 33145","240","10/24/1983","Approved","Delinquent","MA00013219","VILLAS AT UNIVERSITY SQUARE CONDO ASSN","C/O LAW OFFICE OF JOHN P ARCIA","175 SW 7TH STREET STE 2000","MIAMI","FL","33130"
"PR1M024038","50770","LAKE FOREST PARK CONDO II","Dade","6247 SW 131 PL & 13150 SW 62 T, MIAMI, FL 33183","16","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024039","50771","LAKE FOREST PARK CONDO III","Dade","6216 S.W. 131 PLACE, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024041","50773","LAKE FOREST PARK CONDO V","Dade","6201 SW 131 CT & 6208 SW 131 S, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024042","50774","LAKE FOREST PARK CONDO VI","Dade","6210 SW 131 CT & 6217 SW 131 P, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024043","50775","LAKE FOREST PARK CONDO VII","Dade","6203 S.W. 131 COURT, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024037","50769","LAKE FOREST PARK CONDO I","Dade","6241 S.W. 131ST PLACE, MIAMI, FL 33183","16","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M024044","50776","LAKE FOREST PARK CONDO VIII","Dade","6221 S.W. 131 COURT, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1M002558","47338","MONTEREY THREE,A CONDO","Dade","821 NE 209 LANE, MIAMI, FL 33179","72","10/25/1984","Approved","Delinquent","MA00001968","MONTEREY HOMEOWNERS ASSOCIATION INC","","865 N.E. 209 STREET","MIAMI","FL","33179"
"PR1M024040","50772","LAKE FOREST PARK CONDO IV","Dade","6219 SW 131 PL & 13150 SW 62 T, MIAMI, FL 33183","32","08/15/1997","Approved","Delinquent","MA00022348","LAKE FOREST PARK MASTER CONDO ASSN, INC","","1500 NW 89 CT","MIAMI","FL","33126"
"PR1P001745","51136","FLORIDIAN VILLAS CONDO","Dade","641 TO 653 W 68TH ST, HIALEAH, FL 33014","17","03/29/1983","Approved","Delinquent","MA00000743","FLORIDIAN VILLAS CONDO ASSN., INC.","C/O AHNR LLC, OWNER","855 NE 365TH LANE","OKEECHOBEE","FL","34972"
"PR1M002180","47282","WOODRIDGE AT THE CALIFORNIA CLUB #1","Dade","20432 & 20434 NE 10 COURT, MIAMI, FL 33179","2","01/01/1979","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002181","47283","WOODRIDGE AT THE CALIFORNIA CLUB #2","Dade","1001 & 1003 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002182","47284","WOODRIDGE AT THE CALIFORNIA CLUB #3","Dade","1000 & 1002 NE 204 LANE, MIAMI, FL 33179","2","01/01/1979","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002184","47286","WOODRIDGE AT THE CALIFORNIA CLUB #5","Dade","1015 & 1017 NE 204 LANE, MIAMI, FL 33179","2","01/01/1979","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002185","47287","WOODRIDGE AT THE CALIFORNIA CLUB #6","Dade","1010 & 1012 NE 204 LANE, MIAMI, FL 33179","2","12/29/1978","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002186","47288","WOODRIDGE AT THE CALIFORNIA CLUB #7","Dade","1016 & 1018 NE 204 LANE, MIAMI, FL 33179","2","12/29/1978","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002187","47289","WOODRIDGE AT THE CALIFORNIA CLUB #8","Dade","1019 & 1021 NE 204 LANE, MIAMI, FL 33179","2","01/01/1979","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002188","47290","WOODRIDGE AT THE CALIFORNIA CLUB #9","Dade","1025 & 1027 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002189","47291","WOODRIDGE AT THE CALIFORNIA CLUB #10","Dade","1020 & 1022 NE 204 LANE, MIAMI, FL 33179","2","01/01/1979","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002190","47292","WOODRIDGE AT THE CALIFORNIA CLUB #11","Dade","1029 & 1031 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002191","47293","WOODRIDGE AT THE CALIFORNIA CLUB #12 A CONDO","Dade","1035 & 1037 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002192","47294","WOODRIDGE AT THE CALIFORNIA CLUB #13 A CONDO","Dade","1026 & 1028 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002194","47296","WOODRIDGE AT THE CALIFORNIA CLUB #15","Dade","1039 & 1041 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002195","47297","WOODRIDGE AT THE CALIFORNIA CLUB #16","Dade","1045 & 1047 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002197","47299","WOODRIDGE AT THE CALIFORNIA CLUB #18","Dade","1040 & 1042 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002198","47300","WOODRIDGE AT THE CALIFORNIA CLUB #19 A CONDO","Dade","1049 & 1051 NE 204 LANE, MIAMI, FL 33179","2","12/29/1978","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002199","47301","WOODRIDGE AT THE CALIFORNIA CLUB #20 A CONDO","Dade","1055 & 1057 NE 204 LANE, MIAMI, FL 33179","2","12/29/1978","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002200","47302","WOODRIDGE AT THE CALIFORNIA CLUB #21 A CONDO","Dade","1046 & 1048 NE 204 LANE, MIAMI, FL 33179","2","12/29/1978","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1M002201","47303","WOODRIDGE AT THE CALIFORNIA CLUB #22","Dade","1059 & 1061 NE 204 LANE, MIAMI, FL 33179","2","01/01/1980","Approved","Recorded","MA00001949","CALIFORNIA CLUB HOMES, HOME OWNERS' ASSOCIATION INC","C/O CHERYL J LEVIN PA, REGISTERED AGT","4694 NW 103RD AVE","SUNRISE","FL","33351"
"PR1G002252","46365","BYRON MARINA, A CONDO","Dade","8100 BYRON AVE, MIAMI BEACH, FL 33141-4908","40","06/14/1982","Approved","Recorded","MA00005019","BYRON MARINA ASSN INC","","8100 BYRON AVENUE","MIAMI BEACH","FL","33141"
"PR1G005492","46367","HORIZONS WEST CONDO NO. 4","Dade","8520 S.W. 133RD AVENUE, MIAMI, FL 33183","96","07/31/1981","Approved","Recorded","MA00014589","HORIZONS WEST CONDO # 4 ASSN INC","","8504 SW 133 AVE RD","MIAMI","FL","33183"
"PR1G005493","46368","HORIZONS WEST CONDO NO. 5","Dade","8600 S.W. 133RD AVENUE ROAD, MIAMI, FL 33183","96","11/02/1981","Approved","Recorded","MA00009580","HORIZONS WEST CONDO NO. 5 ASSOC., INC.","","PO BOX 770010","MIAMI","FL","33177"
"PR1G005494","46369","HORIZONS WEST CONDO NO. 6","Dade","8450 S.W. 133 AVENUE ROAD, MIAMI, FL 33183","96","01/28/1982","Approved","Recorded","MA00004603","HORIZONS WEST CONDO NO. 6 ASSOC., INC.","","8504 SW 133 AVE","MIAMI","FL","33183"
"PR1G005495","46370","HORIZONS WEST CONDO NO. 7","Dade","8550 S.W. 133 AVENUE ROAD, MIAMI, FL 33183","96","01/29/1983","Approved","Recorded","MA00011151","HORIZONS WEST CONDO NO. 7 ASSOC., INC.","","12595 SW 137 AVE","MIAMI","FL","33186"
"PR1G005496","46371","HORIZONS WEST CONDO NO. 8","Dade","8700 S.W. 133 AVENUE ROAD, MIAMI, FL 33183","96","01/31/1984","Approved","Recorded","MA00006171","HORIZONS WEST CONDO NO. 8 ASSOC., INC.","C/O MIAMI MANAGEMENT, INC.","P.O. BOX 36307","CHARLOTTE","NC","28236"
"PR1G005497","46372","HORIZONS WEST CONDO NO. 9","Dade","8760 S.W. 133 AVENUE ROAD, MIAMI, FL 33183","96","01/31/1984","Approved","Recorded","MA00001194","HORIZONS WEST CONDO # 9 ASSN INC","","8504 SW 133RD AVE RD","MIAMI","FL","33183"
"PR1G005498","46373","HORIZONS WEST CONDO NO. 10","Dade","8730 S.W. 133 AVENUE ROAD, MIAMI, FL 33183","96","05/11/1983","Approved","Recorded","MA00012016","HORIZONS WEST CONDO # 10 ASSN INC","C/O FIRST WAY PROPERTY MGMT","PO BOX 961207","MIAMI","FL","33296"
"PR1G005506","46374","GARDENS OF KENDALL SOUTH CONDO NO 5","Dade","10835 S.W. 112TH AVENUE, MIAMI, FL 33176","54","10/15/1981","Approved","Recorded","MA73227","GARDENS OF KENDALL SOUTH PROPERTY OWNERS ASSOCIATION, INC.","C/O CARIBBEAN PROPERTY MANAGEMENT","12301 SW 132ND CT","MIAMI","FL","33186"
"PR1G005508","46376","GARDENS OF KENDALL SOUTH CONDO NO 7","Dade","10815 S.W. 112TH AVE, MIAMI, FL 33176","54","05/16/1984","Approved","Recorded","MA73227","GARDENS OF KENDALL SOUTH PROPERTY OWNERS ASSOCIATION, INC.","C/O CARIBBEAN PROPERTY MANAGEMENT","12301 SW 132ND CT","MIAMI","FL","33186"
"PR1G014188","46385","UNIVERSITY VILLAS CONDO # 1","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00005638","UNIVERSITY VILLAS CONDO ASSN NO 1 INC","","717 PONCE DE LEON BLVD","CORAL GABLES","FL","33134-2063"
"PR1G014189","46386","UNIVERSITY VILLAS CONDO #2","Dade","99XX SW 99TH PL, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00000665","UNIVERSITY VILLAS CONDO ASSN NO 2 INC","","AA","MIAMI","FL","33165"
"PR1G014190","46387","UNIVERSITY VILLAS CONDO #3","Dade","99XX SW 99TH PL, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00011489","UNIVERSITY VILLAS CONDO ASSN NO 3 INC","","AA","MIAMI","FL","33165"
"PR1G014191","46388","UNIVERSITY VILLAS CONDO # 4","Dade","99XX SW 99TH PL, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00006509","UNIVERSITY VILLAS CONDO ASSN NO 4 INC","","10361 SW 12TH ST","MIAMI","FL","33174-2711"
"PR1G014192","46389","UNIVERSITY VILLAS CONDO # 5","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00001543","UNIVERSITY VILLAS CONDO ASSN NO 5 INC","","AA","MIAMI","FL","33165"
"PR1G014193","46390","UNIVERSITY VILLAS CONDO # 6","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","06/23/1983","Approved","Recorded","MA00012374","UNIVERSITY VILLAS CONDO ASSN NO 6 INC","C/O SOLANO","10361 SW 12TH ST","MIAMI","FL","33174-2711"
"PR1G014194","46391","UNIVERSITY VILLAS CONDO # 7","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00007377","UNIVERSITY VILLAS CONDO ASSN NO 7 INC","","AA","MIAMI","FL","33165"
"PR1G014195","46392","UNIVERSITY VILLAS CONDO # 8","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","06/23/1983","Approved","Recorded","MA00002407","UNIVERSITY VILLAS CONDO ASSN NO 8 INC","","2422 SW 99TH CT","MIAMI","FL","33165-2646"
"PR1G014196","46393","UNIVERSITY VILLAS CONDO # 9","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00013254","UNIVERSITY VILLAS CONDO ASSN NO 9 INC","","AA","MIAMI","FL","33165"
"PR1G014197","46394","UNIVERSITY VILLAS CONDO # 10","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00004920","UNIVERSITY VILLAS CONDO ASSN NO 10 INC","","AA","MIAMI","FL","33165"
"PR1G014198","46395","UNIVERSITY VILLAS CONDO # 11","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00015769","UNIVERSITY VILLAS CONDO ASSN NO 11 INC","","AA","MIAMI","FL","33165"
"PR1G014199","46396","UNIVERSITY VILLAS CONDO # 12","Dade","99XX SW 99TH CT, MIAMI, FL 33165","2","02/04/1983","Approved","Recorded","MA00010766","UNIVERSITY VILLAS CONDO ASSN NO 12 INC","","2439 SW 99TH CT","MIAMI","FL","33165-2647"
"PR1G020147","46402","OCEANIA I, A CONDO","Dade","16375 COLLINS AVE, MIAMI BEACH, FL 33160-4537","164","02/09/1990","Approved","Recorded","MA00018693","OCEANIA I CONDO ASSN","","16425 COLLINS AVENUE","SUNNY LSLES","FL","33160"
"PR1M002493","47329","PARKWAY GARDENS CONDO 3","Dade","312 - 320 SW 1ST STREET, MIAMI, FL 33135","16","12/01/1975","Approved","Recorded","MA00002245","PARKWAY GARDENS CONDO ASSOC.","C/O DYNAMIC ACCOUNTING, INC","6464 NW 5TH WAY","FORT LAUDERDALE","FL","33309"
"PR1M002556","47336","MONTEREY ONE, A CONDO","Dade","821 NE 209 LANE, MIAMI, FL 33179","88","10/21/1983","Approved","Recorded","MA00001968","MONTEREY HOMEOWNERS ASSOCIATION INC","","865 N.E. 209 STREET","MIAMI","FL","33179"
"PR1M002557","47337","MONTEREY TWO, A CONDO","Dade","821 NE 209 LANE, MIAMI, FL 33179","128","05/17/1984","Approved","Recorded","MA00001968","MONTEREY HOMEOWNERS ASSOCIATION INC","","865 N.E. 209 STREET","MIAMI","FL","33179"
"PR1M002611","47341","RAMBLEWOOD BLDG C","Dade","13707 KENDALE LAKES CIR, MIAMI, FL 33143","64","01/01/1976","Approved","Recorded","MA00010143","RAMBLE CONDO ASSN INC","","12595 SW 137TH AVE","MIAMI","FL","33186"
"PR1M002612","47342","RAMBLEWOOD CONDO A","Dade","13715 KENDALE LAKES CIR, MIAMI, FL 33183","64","01/01/1976","Approved","Recorded","MA00010143","RAMBLE CONDO ASSN INC","","12595 SW 137TH AVE","MIAMI","FL","33186"
"PR1M002665","47346","PARKWAY GROVE #1, A CONDO","Dade","16200 NW 2ND AVE #1, MIAMI, FL 33169-6548","9","11/23/1982","Approved","Recorded","MA00004299","PARKWAY GROVE ASSOC INC","","17670 NW 78 AVENUE #202","HIALEAH","FL","33015"
"PR1M002666","47347","PARKWAY GROVE PT II, A CONDO","Dade","16200 NW 2ND AVE, MIAMI, FL 33169-6548","24","03/12/1982","Approved","Recorded","MA00004299","PARKWAY GROVE ASSOC INC","","17670 NW 78 AVENUE #202","HIALEAH","FL","33015"
"PR1G020707","46403","OCEANIA III, A CONDO","Dade","16485 COLLINS AVENUE, MIAMI BEACH, FL 33160","165","04/12/1991","Approved","Recorded","MA00019358","OCEANIA III CONDO ASSN INC","","16485 COLLINS AVE","MIAMI BEACH","FL","33160"
"PR1G022626","46431","KAWAMA TOWER, A CONDO","Monroe","1500 OCEAN BAY DRIVE, KEY LARGO, FL 33037","48","10/22/1993","Approved","Recorded","MA00020988","KAWAMA TOWER COUNCIL OF CO-OWNERS ASSN INC C/O KAWAMA TOWER","","1530 OCEAN BAY DR","KEY LARGO","FL","33037"
"PR1G022770","46441","ATLANTIC II AT THE POINT, A CONDO","Dade","NE 207TH ST & NE 34TH AVE, AVENTURA, FL 33180","168","09/09/1996","Approved","Recorded","MA00021105","ATLANTIC II AT THE POINT CONDO ASSN INC","C/O THE CONTINENTAL GROUP","21150 POINT PLACE","AVENTURA","FL","33180"
"PR1G022867","46452","NORTH TOWER AT THE POINT","Dade","NE 207TH ST & NE 34TH AVE, AVENTURA, FL 33180","288","08/07/1997","Approved","Recorded","MA00021192","NORTH TOWER AT THE POINT CONDO ASSN INC","","8200 NW 33RD STREET","DORAL","FL","33122-1901"
"PR1G022903","46455","OCEAN POINTE II, A CONDO","Monroe","500 BURTON DRIVE, TAVERNIER, FL 33070","48","07/07/1994","Approved","Recorded","MA00021226","OCEAN POINTE II CONDO ASSOC., INC.","","PO BOX 1403","TAVERNIER","FL","33070"
"PR1G022950","46458","KAWAMA VILLAS, A CONDO","Monroe","1500 OCEAN BAY DRIVE, KEY LARGO, FL 33037","20","09/14/1994","Approved","Recorded","MA00021274","KAWAMA VILLAS COUNCIL OF CO-OWNERS ASSN INC","","10112 1008 NW 1 AVE","HOMESTEAD","FL","33030"
"PR1M001362","47088","CELEBRATION POINT CONDO # ONE","Dade","15405 MIAMI LAKEWAY N, MIAMI LAKES, FL 33014-5518","65","05/28/1986","Approved","Recorded","MA00000983","CELEBRATION POINT MASTER ASSN INC","C/O ROCIO RAMS - PRESIDENT","15517 MIAMI LAKEWAY N.","MIAMI LAKES","FL","33014"
"PR1M007708","48102","OASIS NO.1, A CONDO","Dade","4716 SW 67TH AVE, MIAMI, FL 33155-5817","48","02/27/1975","Approved","Recorded","MA00011838","OASIS CONDO ASSN INC","C/O CARRIBBEAN PROPERTY MGMT","12301 SW 132 CT","MIAMI","FL","33186"
"PR1M007709","48103","OASIS NO.2, A CONDO","Dade","4716 SW 67TH AVE, MIAMI, FL 33155-5817","56","02/17/1976","Approved","Recorded","MA00011838","OASIS CONDO ASSN INC","C/O CARRIBBEAN PROPERTY MGMT","12301 SW 132 CT","MIAMI","FL","33186"
"PR1M007710","48104","OASIS NO. THREE CONDO","Dade","4701 SW 67TH AVE, MIAMI, FL 33156","52","12/22/1977","Approved","Recorded","MA00011838","OASIS CONDO ASSN INC","C/O CARRIBBEAN PROPERTY MGMT","12301 SW 132 CT","MIAMI","FL","33186"
"PR1M007711","48105","OASIS NO. FOUR, A CONDO","Dade","4704 SW 67TH AVE, MIAMI, FL 33155-5856","48","04/01/1979","Approved","Recorded","MA00011838","OASIS CONDO ASSN INC","C/O CARRIBBEAN PROPERTY MGMT","12301 SW 132 CT","MIAMI","FL","33186"
"PR1M007497","47939","ROCK HARBOR CLUB PART I-V","Monroe","1380 S OVERSEAS HWY PO Box 1459, KEY LARGO, FL 33037-1459","60","09/25/1974","Approved","Recorded","MA00001032","ROCK HARBOR CLUB (THE) INC","","97652 OVERSEAS HWY","KEY LARGO","FL","33037"
"PR1M007498","47940","ROCK HARBOR CONDO PART VI","Monroe","1380 S OVERSEAS HWY, KEY LARGO, FL 33037","31","01/01/1979","Approved","Recorded","MA00001032","ROCK HARBOR CLUB (THE) INC","","97652 OVERSEAS HWY","KEY LARGO","FL","33037"
"PR1M007501","47941","LONG KEY OCEAN BAY CLUB NO 6 A CONDO","Monroe","65700 OVERSEAS HWY, LONG KEY, FL 33001-9999","10","01/01/1973","Approved","Recorded","MA00000755","LONG KEY TOWNHOUSE CONDO ASSN INC","","65700 OVERSEAS HIGHWAY","LONG KEY","FL","33001"
"PR1M012239","49097","SNAPPER VILLAGE CONDO SEC 13","Dade","9200 S DADELAND BLVD, MIAMI, FL 33156-2703","16","07/01/1977","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012240","49098","SNAPPER VILLAGE CONDO SEC 1-5","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","124","01/01/1975","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012241","49099","SNAPPER VILLAGE CONDO SEC 12","Dade","9200 S DADELAND BLVD, MIAMI, FL 33156-2703","28","04/21/1977","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012242","49100","SNAPPER VILLAGE CONDO SEC 15","Dade","6556 SW 64TH ST BLDG 92, MIAMI, FL 33143-3236","8","10/26/1977","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012243","49101","SNAPPER VILLAGE CONDO SEC 22","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","12","08/21/1978","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012244","49102","SNAPPER VILLAGE CONDO SEC 27","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","8","06/27/1979","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012246","49104","SNAPPER VILLAGE CONDO SEC 29","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","16","04/19/1979","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012248","49106","SNAPPER VILLAGE CONDO SEC 31","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","16","08/13/1979","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
"PR1M012250","49108","SNAPPER VILLAGE CONDO SEC 33","Dade","6619 SW 116TH PL, MIAMI, FL 33173-1745","16","09/20/1979","Approved","Recorded","MA00003238","SNAPPER VILLAGE CONDO ASSN INC","","6901 SW 116TH CT","MIAMI","FL","33173"
